cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Loading pretrained weights to generate initialization============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 67.24, lr: 0.000030, Train: (LOSS: 0.2319, MAE: 0.2319, RMSE: 0.2710, R2: -0.0279), Valid: (LOSS: 0.2107, MAE: 0.2107, RMSE: 0.2620, R2: -0.0687), PNorm: 174.3683, GNorm: 1.6920
[99/299] timecost: 70.88, lr: 0.000027, Train: (LOSS: 0.0247, MAE: 0.0247, RMSE: 0.0394, R2: 0.9725), Valid: (LOSS: 0.0509, MAE: 0.0509, RMSE: 0.0740, R2: 0.9132), PNorm: 156.6906, GNorm: 0.7539
[100/299] timecost: 70.44, lr: 0.000027, Train: (LOSS: 0.0256, MAE: 0.0256, RMSE: 0.0408, R2: 0.9722), Valid: (LOSS: 0.0433, MAE: 0.0433, RMSE: 0.0675, R2: 0.9263), PNorm: 156.5576, GNorm: 1.9383
[101/299] timecost: 71.48, lr: 0.000027, Train: (LOSS: 0.0262, MAE: 0.0262, RMSE: 0.0416, R2: 0.9700), Valid: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0652, R2: 0.9322), PNorm: 156.4250, GNorm: 0.9092
[102/299] timecost: 70.88, lr: 0.000027, Train: (LOSS: 0.0239, MAE: 0.0239, RMSE: 0.0376, R2: 0.9764), Valid: (LOSS: 0.0455, MAE: 0.0455, RMSE: 0.0710, R2: 0.9188), PNorm: 156.2910, GNorm: 1.4735
[103/299] timecost: 70.83, lr: 0.000027, Train: (LOSS: 0.0262, MAE: 0.0262, RMSE: 0.0409, R2: 0.9707), Valid: (LOSS: 0.0406, MAE: 0.0406, RMSE: 0.0620, R2: 0.9377), PNorm: 156.1583, GNorm: 1.2668
[104/299] timecost: 70.81, lr: 0.000027, Train: (LOSS: 0.0245, MAE: 0.0245, RMSE: 0.0387, R2: 0.9736), Valid: (LOSS: 0.0441, MAE: 0.0441, RMSE: 0.0703, R2: 0.9190), PNorm: 156.0246, GNorm: 0.9190
[105/299] timecost: 71.18, lr: 0.000027, Train: (LOSS: 0.0241, MAE: 0.0241, RMSE: 0.0378, R2: 0.9771), Valid: (LOSS: 0.0419, MAE: 0.0419, RMSE: 0.0676, R2: 0.9242), PNorm: 155.8904, GNorm: 0.8966
[106/299] timecost: 70.83, lr: 0.000027, Train: (LOSS: 0.0256, MAE: 0.0256, RMSE: 0.0397, R2: 0.9739), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0648, R2: 0.9316), PNorm: 155.7572, GNorm: 1.1721
[107/299] timecost: 70.23, lr: 0.000027, Train: (LOSS: 0.0242, MAE: 0.0242, RMSE: 0.0384, R2: 0.9758), Valid: (LOSS: 0.0456, MAE: 0.0456, RMSE: 0.0678, R2: 0.9247), PNorm: 155.6231, GNorm: 0.9942
[108/299] timecost: 70.14, lr: 0.000027, Train: (LOSS: 0.0238, MAE: 0.0238, RMSE: 0.0371, R2: 0.9776), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0656, R2: 0.9301), PNorm: 155.4884, GNorm: 0.7598
[109/299] timecost: 70.49, lr: 0.000027, Train: (LOSS: 0.0233, MAE: 0.0233, RMSE: 0.0369, R2: 0.9766), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0621, R2: 0.9381), PNorm: 155.3532, GNorm: 1.3357
[110/299] timecost: 70.71, lr: 0.000027, Train: (LOSS: 0.0239, MAE: 0.0239, RMSE: 0.0375, R2: 0.9768), Valid: (LOSS: 0.0406, MAE: 0.0406, RMSE: 0.0639, R2: 0.9341), PNorm: 155.2185, GNorm: 1.5152
[111/299] timecost: 70.63, lr: 0.000027, Train: (LOSS: 0.0233, MAE: 0.0233, RMSE: 0.0361, R2: 0.9781), Valid: (LOSS: 0.0432, MAE: 0.0432, RMSE: 0.0661, R2: 0.9287), PNorm: 155.0835, GNorm: 1.3247
[112/299] timecost: 71.27, lr: 0.000027, Train: (LOSS: 0.0225, MAE: 0.0225, RMSE: 0.0350, R2: 0.9803), Valid: (LOSS: 0.0431, MAE: 0.0431, RMSE: 0.0663, R2: 0.9288), PNorm: 154.9476, GNorm: 0.9511
[113/299] timecost: 70.96, lr: 0.000027, Train: (LOSS: 0.0225, MAE: 0.0225, RMSE: 0.0352, R2: 0.9779), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0687, R2: 0.9232), PNorm: 154.8116, GNorm: 0.6811
[114/299] timecost: 71.53, lr: 0.000027, Train: (LOSS: 0.0216, MAE: 0.0216, RMSE: 0.0338, R2: 0.9806), Valid: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0655, R2: 0.9299), PNorm: 154.6757, GNorm: 0.8265
Epoch 00116: reducing learning rate of group 0 to 2.4300e-05.
[115/299] timecost: 71.37, lr: 0.000024, Train: (LOSS: 0.0220, MAE: 0.0220, RMSE: 0.0339, R2: 0.9795), Valid: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0670, R2: 0.9281), PNorm: 154.5388, GNorm: 0.8899
[116/299] timecost: 71.15, lr: 0.000024, Train: (LOSS: 0.0206, MAE: 0.0206, RMSE: 0.0322, R2: 0.9802), Valid: (LOSS: 0.0448, MAE: 0.0448, RMSE: 0.0707, R2: 0.9195), PNorm: 154.4155, GNorm: 1.2444
[117/299] timecost: 72.24, lr: 0.000024, Train: (LOSS: 0.0205, MAE: 0.0205, RMSE: 0.0317, R2: 0.9825), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0635, R2: 0.9360), PNorm: 154.2919, GNorm: 1.3246
[118/299] timecost: 71.33, lr: 0.000024, Train: (LOSS: 0.0211, MAE: 0.0211, RMSE: 0.0328, R2: 0.9815), Valid: (LOSS: 0.0407, MAE: 0.0407, RMSE: 0.0605, R2: 0.9411), PNorm: 154.1678, GNorm: 1.1725
[119/299] timecost: 70.57, lr: 0.000024, Train: (LOSS: 0.0213, MAE: 0.0213, RMSE: 0.0334, R2: 0.9806), Valid: (LOSS: 0.0424, MAE: 0.0424, RMSE: 0.0653, R2: 0.9310), PNorm: 154.0439, GNorm: 1.0344
[120/299] timecost: 71.34, lr: 0.000024, Train: (LOSS: 0.0222, MAE: 0.0222, RMSE: 0.0344, R2: 0.9799), Valid: (LOSS: 0.0389, MAE: 0.0389, RMSE: 0.0593, R2: 0.9423), PNorm: 153.9202, GNorm: 0.8897
[121/299] timecost: 71.60, lr: 0.000024, Train: (LOSS: 0.0216, MAE: 0.0216, RMSE: 0.0332, R2: 0.9812), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0639, R2: 0.9329), PNorm: 153.7963, GNorm: 0.8450
[122/299] timecost: 70.63, lr: 0.000024, Train: (LOSS: 0.0211, MAE: 0.0211, RMSE: 0.0328, R2: 0.9816), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0668, R2: 0.9281), PNorm: 153.6721, GNorm: 1.1719
[123/299] timecost: 70.44, lr: 0.000024, Train: (LOSS: 0.0200, MAE: 0.0200, RMSE: 0.0314, R2: 0.9821), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0631, R2: 0.9350), PNorm: 153.5482, GNorm: 0.9791
[124/299] timecost: 71.54, lr: 0.000024, Train: (LOSS: 0.0202, MAE: 0.0202, RMSE: 0.0316, R2: 0.9825), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0654, R2: 0.9296), PNorm: 153.4235, GNorm: 0.8151
[125/299] timecost: 71.33, lr: 0.000024, Train: (LOSS: 0.0195, MAE: 0.0195, RMSE: 0.0305, R2: 0.9842), Valid: (LOSS: 0.0381, MAE: 0.0381, RMSE: 0.0595, R2: 0.9427), PNorm: 153.2980, GNorm: 0.7824
[126/299] timecost: 71.08, lr: 0.000024, Train: (LOSS: 0.0189, MAE: 0.0189, RMSE: 0.0298, R2: 0.9847), Valid: (LOSS: 0.0403, MAE: 0.0403, RMSE: 0.0637, R2: 0.9336), PNorm: 153.1723, GNorm: 0.6654
[127/299] timecost: 71.51, lr: 0.000024, Train: (LOSS: 0.0198, MAE: 0.0198, RMSE: 0.0309, R2: 0.9827), Valid: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0688, R2: 0.9217), PNorm: 153.0469, GNorm: 0.9576
[128/299] timecost: 71.29, lr: 0.000024, Train: (LOSS: 0.0193, MAE: 0.0193, RMSE: 0.0303, R2: 0.9848), Valid: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0640, R2: 0.9341), PNorm: 152.9217, GNorm: 0.9609
[129/299] timecost: 70.94, lr: 0.000024, Train: (LOSS: 0.0202, MAE: 0.0202, RMSE: 0.0317, R2: 0.9827), Valid: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0667, R2: 0.9267), PNorm: 152.7963, GNorm: 1.3736
[130/299] timecost: 71.49, lr: 0.000024, Train: (LOSS: 0.0198, MAE: 0.0198, RMSE: 0.0305, R2: 0.9840), Valid: (LOSS: 0.0403, MAE: 0.0403, RMSE: 0.0634, R2: 0.9341), PNorm: 152.6704, GNorm: 0.9863
[131/299] timecost: 70.82, lr: 0.000024, Train: (LOSS: 0.0199, MAE: 0.0199, RMSE: 0.0309, R2: 0.9825), Valid: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0622, R2: 0.9376), PNorm: 152.5453, GNorm: 0.9279
[132/299] timecost: 70.25, lr: 0.000024, Train: (LOSS: 0.0188, MAE: 0.0188, RMSE: 0.0290, R2: 0.9843), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0628, R2: 0.9354), PNorm: 152.4197, GNorm: 1.3773
[133/299] timecost: 70.17, lr: 0.000024, Train: (LOSS: 0.0193, MAE: 0.0193, RMSE: 0.0300, R2: 0.9847), Valid: (LOSS: 0.0410, MAE: 0.0410, RMSE: 0.0632, R2: 0.9336), PNorm: 152.2943, GNorm: 0.7016
[134/299] timecost: 70.21, lr: 0.000024, Train: (LOSS: 0.0189, MAE: 0.0189, RMSE: 0.0292, R2: 0.9848), Valid: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0664, R2: 0.9282), PNorm: 152.1683, GNorm: 0.8402
[135/299] timecost: 70.61, lr: 0.000024, Train: (LOSS: 0.0187, MAE: 0.0187, RMSE: 0.0293, R2: 0.9853), Valid: (LOSS: 0.0412, MAE: 0.0412, RMSE: 0.0644, R2: 0.9329), PNorm: 152.0422, GNorm: 1.0754
[136/299] timecost: 71.55, lr: 0.000024, Train: (LOSS: 0.0183, MAE: 0.0183, RMSE: 0.0284, R2: 0.9857), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0625, R2: 0.9363), PNorm: 151.9155, GNorm: 1.3548
[137/299] timecost: 70.56, lr: 0.000024, Train: (LOSS: 0.0186, MAE: 0.0186, RMSE: 0.0289, R2: 0.9856), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0645, R2: 0.9329), PNorm: 151.7887, GNorm: 0.9015
[138/299] timecost: 70.37, lr: 0.000024, Train: (LOSS: 0.0187, MAE: 0.0187, RMSE: 0.0286, R2: 0.9857), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0650, R2: 0.9306), PNorm: 151.6623, GNorm: 0.8663
[139/299] timecost: 71.20, lr: 0.000024, Train: (LOSS: 0.0187, MAE: 0.0187, RMSE: 0.0287, R2: 0.9853), Valid: (LOSS: 0.0385, MAE: 0.0385, RMSE: 0.0609, R2: 0.9396), PNorm: 151.5357, GNorm: 0.9845
[140/299] timecost: 71.92, lr: 0.000024, Train: (LOSS: 0.0181, MAE: 0.0181, RMSE: 0.0284, R2: 0.9859), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0640, R2: 0.9321), PNorm: 151.4095, GNorm: 0.7007
[141/299] timecost: 71.50, lr: 0.000024, Train: (LOSS: 0.0182, MAE: 0.0182, RMSE: 0.0286, R2: 0.9857), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0591, R2: 0.9430), PNorm: 151.2826, GNorm: 0.8950
[142/299] timecost: 70.65, lr: 0.000024, Train: (LOSS: 0.0173, MAE: 0.0173, RMSE: 0.0267, R2: 0.9869), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0664, R2: 0.9289), PNorm: 151.1548, GNorm: 0.8612
[143/299] timecost: 70.98, lr: 0.000024, Train: (LOSS: 0.0177, MAE: 0.0177, RMSE: 0.0274, R2: 0.9861), Valid: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0624, R2: 0.9365), PNorm: 151.0274, GNorm: 0.9828
[144/299] timecost: 71.53, lr: 0.000024, Train: (LOSS: 0.0175, MAE: 0.0175, RMSE: 0.0274, R2: 0.9865), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0656, R2: 0.9303), PNorm: 150.8995, GNorm: 0.6338
[145/299] timecost: 71.28, lr: 0.000024, Train: (LOSS: 0.0177, MAE: 0.0177, RMSE: 0.0276, R2: 0.9864), Valid: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0607, R2: 0.9397), PNorm: 150.7710, GNorm: 1.1643
[146/299] timecost: 70.56, lr: 0.000024, Train: (LOSS: 0.0174, MAE: 0.0174, RMSE: 0.0270, R2: 0.9872), Valid: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0601, R2: 0.9402), PNorm: 150.6423, GNorm: 1.0318
[147/299] timecost: 70.71, lr: 0.000024, Train: (LOSS: 0.0186, MAE: 0.0186, RMSE: 0.0287, R2: 0.9856), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0618, R2: 0.9380), PNorm: 150.5146, GNorm: 0.8836
[148/299] timecost: 70.74, lr: 0.000024, Train: (LOSS: 0.0173, MAE: 0.0173, RMSE: 0.0273, R2: 0.9862), Valid: (LOSS: 0.0375, MAE: 0.0375, RMSE: 0.0601, R2: 0.9409), PNorm: 150.3869, GNorm: 0.9974
[149/299] timecost: 70.76, lr: 0.000024, Train: (LOSS: 0.0182, MAE: 0.0182, RMSE: 0.0281, R2: 0.9854), Valid: (LOSS: 0.0394, MAE: 0.0394, RMSE: 0.0641, R2: 0.9331), PNorm: 150.2595, GNorm: 1.1755
[150/299] timecost: 71.49, lr: 0.000024, Train: (LOSS: 0.0171, MAE: 0.0171, RMSE: 0.0267, R2: 0.9864), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0644, R2: 0.9322), PNorm: 150.1319, GNorm: 1.2596
[151/299] timecost: 71.33, lr: 0.000024, Train: (LOSS: 0.0168, MAE: 0.0168, RMSE: 0.0262, R2: 0.9874), Valid: (LOSS: 0.0379, MAE: 0.0379, RMSE: 0.0611, R2: 0.9391), PNorm: 150.0042, GNorm: 0.8836
[152/299] timecost: 71.59, lr: 0.000024, Train: (LOSS: 0.0166, MAE: 0.0166, RMSE: 0.0255, R2: 0.9884), Valid: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0621, R2: 0.9377), PNorm: 149.8762, GNorm: 0.8379
[153/299] timecost: 71.30, lr: 0.000024, Train: (LOSS: 0.0171, MAE: 0.0171, RMSE: 0.0267, R2: 0.9866), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0638, R2: 0.9344), PNorm: 149.7482, GNorm: 1.0125
[154/299] timecost: 70.53, lr: 0.000024, Train: (LOSS: 0.0174, MAE: 0.0174, RMSE: 0.0269, R2: 0.9872), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0636, R2: 0.9342), PNorm: 149.6199, GNorm: 1.4476
[155/299] timecost: 70.84, lr: 0.000024, Train: (LOSS: 0.0160, MAE: 0.0160, RMSE: 0.0253, R2: 0.9880), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0638, R2: 0.9344), PNorm: 149.4917, GNorm: 1.0671
[156/299] timecost: 71.50, lr: 0.000024, Train: (LOSS: 0.0155, MAE: 0.0155, RMSE: 0.0245, R2: 0.9888), Valid: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0622, R2: 0.9374), PNorm: 149.3630, GNorm: 1.0959
[157/299] timecost: 71.28, lr: 0.000024, Train: (LOSS: 0.0163, MAE: 0.0163, RMSE: 0.0250, R2: 0.9877), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0626, R2: 0.9361), PNorm: 149.2338, GNorm: 0.8311
[158/299] timecost: 71.04, lr: 0.000024, Train: (LOSS: 0.0166, MAE: 0.0166, RMSE: 0.0257, R2: 0.9884), Valid: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0620, R2: 0.9380), PNorm: 149.1062, GNorm: 0.7987
[159/299] timecost: 71.34, lr: 0.000024, Train: (LOSS: 0.0167, MAE: 0.0167, RMSE: 0.0255, R2: 0.9871), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0641, R2: 0.9336), PNorm: 148.9779, GNorm: 0.9428
[160/299] timecost: 71.22, lr: 0.000024, Train: (LOSS: 0.0168, MAE: 0.0168, RMSE: 0.0259, R2: 0.9879), Valid: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0617, R2: 0.9392), PNorm: 148.8493, GNorm: 0.9829
[161/299] timecost: 71.24, lr: 0.000024, Train: (LOSS: 0.0164, MAE: 0.0164, RMSE: 0.0254, R2: 0.9890), Valid: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0612, R2: 0.9395), PNorm: 148.7204, GNorm: 0.7561
Epoch 00163: reducing learning rate of group 0 to 2.1870e-05.
[162/299] timecost: 70.48, lr: 0.000022, Train: (LOSS: 0.0165, MAE: 0.0165, RMSE: 0.0256, R2: 0.9887), Valid: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0622, R2: 0.9366), PNorm: 148.5921, GNorm: 0.9753
[163/299] timecost: 71.07, lr: 0.000022, Train: (LOSS: 0.0161, MAE: 0.0161, RMSE: 0.0250, R2: 0.9871), Valid: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0584, R2: 0.9436), PNorm: 148.4767, GNorm: 0.9856
[164/299] timecost: 71.54, lr: 0.000022, Train: (LOSS: 0.0152, MAE: 0.0152, RMSE: 0.0242, R2: 0.9885), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0593, R2: 0.9433), PNorm: 148.3616, GNorm: 1.2924
[165/299] timecost: 71.02, lr: 0.000022, Train: (LOSS: 0.0159, MAE: 0.0159, RMSE: 0.0249, R2: 0.9889), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0587, R2: 0.9440), PNorm: 148.2462, GNorm: 0.8723
[166/299] timecost: 71.67, lr: 0.000022, Train: (LOSS: 0.0156, MAE: 0.0156, RMSE: 0.0241, R2: 0.9895), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0588, R2: 0.9437), PNorm: 148.1312, GNorm: 1.1718
[167/299] timecost: 71.10, lr: 0.000022, Train: (LOSS: 0.0142, MAE: 0.0142, RMSE: 0.0228, R2: 0.9895), Valid: (LOSS: 0.0368, MAE: 0.0368, RMSE: 0.0589, R2: 0.9422), PNorm: 148.0154, GNorm: 1.0637
[168/299] timecost: 70.52, lr: 0.000022, Train: (LOSS: 0.0146, MAE: 0.0146, RMSE: 0.0231, R2: 0.9896), Valid: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0582, R2: 0.9446), PNorm: 147.8994, GNorm: 1.0094
[169/299] timecost: 71.37, lr: 0.000022, Train: (LOSS: 0.0147, MAE: 0.0147, RMSE: 0.0236, R2: 0.9889), Valid: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0611, R2: 0.9383), PNorm: 147.7834, GNorm: 0.9897
[170/299] timecost: 71.38, lr: 0.000022, Train: (LOSS: 0.0147, MAE: 0.0147, RMSE: 0.0236, R2: 0.9898), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0630, R2: 0.9359), PNorm: 147.6672, GNorm: 0.9131
[171/299] timecost: 71.69, lr: 0.000022, Train: (LOSS: 0.0141, MAE: 0.0141, RMSE: 0.0223, R2: 0.9905), Valid: (LOSS: 0.0375, MAE: 0.0375, RMSE: 0.0601, R2: 0.9407), PNorm: 147.5508, GNorm: 0.9902
[172/299] timecost: 70.73, lr: 0.000022, Train: (LOSS: 0.0149, MAE: 0.0149, RMSE: 0.0235, R2: 0.9896), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0612, R2: 0.9384), PNorm: 147.4346, GNorm: 0.7435
[173/299] timecost: 70.83, lr: 0.000022, Train: (LOSS: 0.0142, MAE: 0.0142, RMSE: 0.0220, R2: 0.9905), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0654, R2: 0.9301), PNorm: 147.3185, GNorm: 0.7857
[174/299] timecost: 71.05, lr: 0.000022, Train: (LOSS: 0.0145, MAE: 0.0145, RMSE: 0.0228, R2: 0.9897), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0625, R2: 0.9373), PNorm: 147.2022, GNorm: 0.9530
[175/299] timecost: 70.42, lr: 0.000022, Train: (LOSS: 0.0150, MAE: 0.0150, RMSE: 0.0239, R2: 0.9895), Valid: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0619, R2: 0.9377), PNorm: 147.0860, GNorm: 0.8336
[176/299] timecost: 70.37, lr: 0.000022, Train: (LOSS: 0.0140, MAE: 0.0140, RMSE: 0.0224, R2: 0.9897), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0605, R2: 0.9409), PNorm: 146.9697, GNorm: 0.8366
[177/299] timecost: 70.63, lr: 0.000022, Train: (LOSS: 0.0143, MAE: 0.0143, RMSE: 0.0226, R2: 0.9905), Valid: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0603, R2: 0.9413), PNorm: 146.8531, GNorm: 1.1391
[178/299] timecost: 70.35, lr: 0.000022, Train: (LOSS: 0.0142, MAE: 0.0142, RMSE: 0.0227, R2: 0.9897), Valid: (LOSS: 0.0385, MAE: 0.0385, RMSE: 0.0617, R2: 0.9382), PNorm: 146.7364, GNorm: 1.2515
[179/299] timecost: 70.20, lr: 0.000022, Train: (LOSS: 0.0144, MAE: 0.0144, RMSE: 0.0223, R2: 0.9904), Valid: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0605, R2: 0.9409), PNorm: 146.6208, GNorm: 0.7661
[180/299] timecost: 70.48, lr: 0.000022, Train: (LOSS: 0.0136, MAE: 0.0136, RMSE: 0.0216, R2: 0.9913), Valid: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0618, R2: 0.9371), PNorm: 146.5052, GNorm: 0.8180
[181/299] timecost: 70.83, lr: 0.000022, Train: (LOSS: 0.0146, MAE: 0.0146, RMSE: 0.0229, R2: 0.9901), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0624, R2: 0.9372), PNorm: 146.3904, GNorm: 0.7797
[182/299] timecost: 71.49, lr: 0.000022, Train: (LOSS: 0.0136, MAE: 0.0136, RMSE: 0.0213, R2: 0.9910), Valid: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0603, R2: 0.9408), PNorm: 146.2751, GNorm: 0.9120
[183/299] timecost: 71.48, lr: 0.000022, Train: (LOSS: 0.0133, MAE: 0.0133, RMSE: 0.0211, R2: 0.9910), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0608, R2: 0.9397), PNorm: 146.1594, GNorm: 1.0719
Epoch 00185: reducing learning rate of group 0 to 1.9683e-05.
[184/299] timecost: 71.67, lr: 0.000020, Train: (LOSS: 0.0141, MAE: 0.0141, RMSE: 0.0223, R2: 0.9894), Valid: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0614, R2: 0.9390), PNorm: 146.0443, GNorm: 1.0306
[185/299] timecost: 71.15, lr: 0.000020, Train: (LOSS: 0.0137, MAE: 0.0137, RMSE: 0.0217, R2: 0.9907), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0624, R2: 0.9372), PNorm: 145.9406, GNorm: 0.9962
[186/299] timecost: 70.65, lr: 0.000020, Train: (LOSS: 0.0131, MAE: 0.0131, RMSE: 0.0211, R2: 0.9913), Valid: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0590, R2: 0.9440), PNorm: 145.8369, GNorm: 0.9934
[187/299] timecost: 70.69, lr: 0.000020, Train: (LOSS: 0.0133, MAE: 0.0133, RMSE: 0.0211, R2: 0.9907), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0597, R2: 0.9425), PNorm: 145.7330, GNorm: 0.8828
[188/299] timecost: 70.26, lr: 0.000020, Train: (LOSS: 0.0133, MAE: 0.0133, RMSE: 0.0210, R2: 0.9906), Valid: (LOSS: 0.0381, MAE: 0.0381, RMSE: 0.0612, R2: 0.9391), PNorm: 145.6290, GNorm: 0.9075
[189/299] timecost: 70.19, lr: 0.000020, Train: (LOSS: 0.0131, MAE: 0.0131, RMSE: 0.0207, R2: 0.9919), Valid: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0618, R2: 0.9387), PNorm: 145.5251, GNorm: 1.0554
[190/299] timecost: 71.08, lr: 0.000020, Train: (LOSS: 0.0132, MAE: 0.0132, RMSE: 0.0208, R2: 0.9907), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0626, R2: 0.9366), PNorm: 145.4209, GNorm: 0.8474
[191/299] timecost: 71.25, lr: 0.000020, Train: (LOSS: 0.0132, MAE: 0.0132, RMSE: 0.0207, R2: 0.9914), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0596, R2: 0.9421), PNorm: 145.3171, GNorm: 0.9814
[192/299] timecost: 71.00, lr: 0.000020, Train: (LOSS: 0.0126, MAE: 0.0126, RMSE: 0.0202, R2: 0.9915), Valid: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0594, R2: 0.9433), PNorm: 145.2138, GNorm: 0.9541
[193/299] timecost: 70.78, lr: 0.000020, Train: (LOSS: 0.0126, MAE: 0.0126, RMSE: 0.0200, R2: 0.9918), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0627, R2: 0.9367), PNorm: 145.1101, GNorm: 0.9448
[194/299] timecost: 71.42, lr: 0.000020, Train: (LOSS: 0.0124, MAE: 0.0124, RMSE: 0.0197, R2: 0.9916), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0610, R2: 0.9388), PNorm: 145.0070, GNorm: 0.7495
[195/299] timecost: 71.43, lr: 0.000020, Train: (LOSS: 0.0126, MAE: 0.0126, RMSE: 0.0200, R2: 0.9920), Valid: (LOSS: 0.0389, MAE: 0.0389, RMSE: 0.0599, R2: 0.9418), PNorm: 144.9039, GNorm: 1.1842
[196/299] timecost: 71.43, lr: 0.000020, Train: (LOSS: 0.0123, MAE: 0.0123, RMSE: 0.0199, R2: 0.9923), Valid: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0579, R2: 0.9462), PNorm: 144.8010, GNorm: 0.6782
[197/299] timecost: 71.07, lr: 0.000020, Train: (LOSS: 0.0123, MAE: 0.0123, RMSE: 0.0199, R2: 0.9923), Valid: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0598, R2: 0.9418), PNorm: 144.6980, GNorm: 0.7634
[198/299] timecost: 70.98, lr: 0.000020, Train: (LOSS: 0.0126, MAE: 0.0126, RMSE: 0.0200, R2: 0.9910), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0604, R2: 0.9409), PNorm: 144.5957, GNorm: 0.8995
