cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 64.87, lr: 0.000100, Train: (LOSS: 0.3269, MAE: 0.3269, RMSE: 0.4179, R2: -1.4813), Valid: (LOSS: 0.3114, MAE: 0.3114, RMSE: 0.4032, R2: -1.5016), PNorm: 187.0195, GNorm: 0.0000
[99/299] timecost: 62.44, lr: 0.000085, Train: (LOSS: 0.0201, MAE: 0.0201, RMSE: 0.0336, R2: 0.9797), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0583, R2: 0.9411), PNorm: 188.7805, GNorm: 0.4993
[100/299] timecost: 62.46, lr: 0.000085, Train: (LOSS: 0.0194, MAE: 0.0194, RMSE: 0.0323, R2: 0.9799), Valid: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0629, R2: 0.9273), PNorm: 188.7916, GNorm: 0.5000
[101/299] timecost: 62.23, lr: 0.000085, Train: (LOSS: 0.0195, MAE: 0.0195, RMSE: 0.0337, R2: 0.9781), Valid: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0587, R2: 0.9383), PNorm: 188.8020, GNorm: 0.4117
[102/299] timecost: 62.42, lr: 0.000085, Train: (LOSS: 0.0192, MAE: 0.0192, RMSE: 0.0329, R2: 0.9807), Valid: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0567, R2: 0.9414), PNorm: 188.8097, GNorm: 0.3658
[103/299] timecost: 62.21, lr: 0.000085, Train: (LOSS: 0.0201, MAE: 0.0201, RMSE: 0.0331, R2: 0.9794), Valid: (LOSS: 0.0357, MAE: 0.0357, RMSE: 0.0554, R2: 0.9445), PNorm: 188.8198, GNorm: 0.3676
[104/299] timecost: 62.34, lr: 0.000085, Train: (LOSS: 0.0192, MAE: 0.0192, RMSE: 0.0321, R2: 0.9815), Valid: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0594, R2: 0.9370), PNorm: 188.8298, GNorm: 0.4284
[105/299] timecost: 62.31, lr: 0.000085, Train: (LOSS: 0.0192, MAE: 0.0192, RMSE: 0.0327, R2: 0.9805), Valid: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0575, R2: 0.9414), PNorm: 188.8384, GNorm: 0.5000
[106/299] timecost: 62.41, lr: 0.000085, Train: (LOSS: 0.0186, MAE: 0.0186, RMSE: 0.0317, R2: 0.9803), Valid: (LOSS: 0.0376, MAE: 0.0376, RMSE: 0.0607, R2: 0.9327), PNorm: 188.8473, GNorm: 0.5000
Epoch 00108: reducing learning rate of group 0 to 7.2250e-05.
[107/299] timecost: 62.29, lr: 0.000072, Train: (LOSS: 0.0185, MAE: 0.0185, RMSE: 0.0313, R2: 0.9814), Valid: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0551, R2: 0.9484), PNorm: 188.8592, GNorm: 0.4521
[108/299] timecost: 62.50, lr: 0.000072, Train: (LOSS: 0.0172, MAE: 0.0172, RMSE: 0.0300, R2: 0.9813), Valid: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0597, R2: 0.9354), PNorm: 188.8662, GNorm: 0.4072
[109/299] timecost: 62.43, lr: 0.000072, Train: (LOSS: 0.0171, MAE: 0.0171, RMSE: 0.0305, R2: 0.9814), Valid: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0541, R2: 0.9486), PNorm: 188.8726, GNorm: 0.5000
[110/299] timecost: 61.52, lr: 0.000072, Train: (LOSS: 0.0170, MAE: 0.0170, RMSE: 0.0297, R2: 0.9824), Valid: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0578, R2: 0.9410), PNorm: 188.8798, GNorm: 0.3865
[111/299] timecost: 60.64, lr: 0.000072, Train: (LOSS: 0.0174, MAE: 0.0174, RMSE: 0.0299, R2: 0.9790), Valid: (LOSS: 0.0363, MAE: 0.0363, RMSE: 0.0594, R2: 0.9380), PNorm: 188.8889, GNorm: 0.4157
[112/299] timecost: 60.40, lr: 0.000072, Train: (LOSS: 0.0165, MAE: 0.0165, RMSE: 0.0293, R2: 0.9834), Valid: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0596, R2: 0.9376), PNorm: 188.8960, GNorm: 0.5000
[113/299] timecost: 60.45, lr: 0.000072, Train: (LOSS: 0.0167, MAE: 0.0167, RMSE: 0.0292, R2: 0.9830), Valid: (LOSS: 0.0339, MAE: 0.0339, RMSE: 0.0530, R2: 0.9505), PNorm: 188.9035, GNorm: 0.5000
[114/299] timecost: 59.88, lr: 0.000072, Train: (LOSS: 0.0160, MAE: 0.0160, RMSE: 0.0285, R2: 0.9833), Valid: (LOSS: 0.0353, MAE: 0.0353, RMSE: 0.0553, R2: 0.9452), PNorm: 188.9105, GNorm: 0.5000
[115/299] timecost: 60.12, lr: 0.000072, Train: (LOSS: 0.0162, MAE: 0.0162, RMSE: 0.0289, R2: 0.9828), Valid: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0551, R2: 0.9464), PNorm: 188.9164, GNorm: 0.3742
[116/299] timecost: 60.25, lr: 0.000072, Train: (LOSS: 0.0167, MAE: 0.0167, RMSE: 0.0285, R2: 0.9827), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0609, R2: 0.9367), PNorm: 188.9246, GNorm: 0.5000
[117/299] timecost: 59.79, lr: 0.000072, Train: (LOSS: 0.0169, MAE: 0.0169, RMSE: 0.0296, R2: 0.9828), Valid: (LOSS: 0.0361, MAE: 0.0361, RMSE: 0.0560, R2: 0.9464), PNorm: 188.9332, GNorm: 0.3280
[118/299] timecost: 60.05, lr: 0.000072, Train: (LOSS: 0.0161, MAE: 0.0161, RMSE: 0.0281, R2: 0.9837), Valid: (LOSS: 0.0352, MAE: 0.0352, RMSE: 0.0574, R2: 0.9413), PNorm: 188.9417, GNorm: 0.4833
[119/299] timecost: 58.61, lr: 0.000072, Train: (LOSS: 0.0165, MAE: 0.0165, RMSE: 0.0288, R2: 0.9836), Valid: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0531, R2: 0.9509), PNorm: 188.9507, GNorm: 0.4627
[120/299] timecost: 58.13, lr: 0.000072, Train: (LOSS: 0.0158, MAE: 0.0158, RMSE: 0.0274, R2: 0.9832), Valid: (LOSS: 0.0353, MAE: 0.0353, RMSE: 0.0540, R2: 0.9492), PNorm: 188.9587, GNorm: 0.3661
[121/299] timecost: 58.82, lr: 0.000072, Train: (LOSS: 0.0162, MAE: 0.0162, RMSE: 0.0294, R2: 0.9831), Valid: (LOSS: 0.0331, MAE: 0.0331, RMSE: 0.0521, R2: 0.9518), PNorm: 188.9669, GNorm: 0.5000
[122/299] timecost: 60.87, lr: 0.000072, Train: (LOSS: 0.0155, MAE: 0.0155, RMSE: 0.0278, R2: 0.9844), Valid: (LOSS: 0.0337, MAE: 0.0337, RMSE: 0.0539, R2: 0.9487), PNorm: 188.9738, GNorm: 0.3959
[123/299] timecost: 59.84, lr: 0.000072, Train: (LOSS: 0.0160, MAE: 0.0160, RMSE: 0.0285, R2: 0.9833), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0573, R2: 0.9428), PNorm: 188.9813, GNorm: 0.5000
[124/299] timecost: 59.44, lr: 0.000072, Train: (LOSS: 0.0163, MAE: 0.0163, RMSE: 0.0284, R2: 0.9845), Valid: (LOSS: 0.0358, MAE: 0.0358, RMSE: 0.0563, R2: 0.9442), PNorm: 188.9890, GNorm: 0.4362
[125/299] timecost: 59.48, lr: 0.000072, Train: (LOSS: 0.0152, MAE: 0.0152, RMSE: 0.0273, R2: 0.9844), Valid: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0577, R2: 0.9427), PNorm: 188.9974, GNorm: 0.3953
[126/299] timecost: 59.67, lr: 0.000072, Train: (LOSS: 0.0153, MAE: 0.0153, RMSE: 0.0272, R2: 0.9857), Valid: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0552, R2: 0.9461), PNorm: 189.0049, GNorm: 0.4774
[127/299] timecost: 58.83, lr: 0.000072, Train: (LOSS: 0.0153, MAE: 0.0153, RMSE: 0.0274, R2: 0.9836), Valid: (LOSS: 0.0354, MAE: 0.0354, RMSE: 0.0568, R2: 0.9433), PNorm: 189.0120, GNorm: 0.4519
[128/299] timecost: 58.12, lr: 0.000072, Train: (LOSS: 0.0153, MAE: 0.0153, RMSE: 0.0276, R2: 0.9844), Valid: (LOSS: 0.0357, MAE: 0.0357, RMSE: 0.0580, R2: 0.9417), PNorm: 189.0221, GNorm: 0.3986
[129/299] timecost: 58.34, lr: 0.000072, Train: (LOSS: 0.0151, MAE: 0.0151, RMSE: 0.0272, R2: 0.9843), Valid: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0532, R2: 0.9507), PNorm: 189.0293, GNorm: 0.5000
[130/299] timecost: 57.87, lr: 0.000072, Train: (LOSS: 0.0155, MAE: 0.0155, RMSE: 0.0271, R2: 0.9851), Valid: (LOSS: 0.0352, MAE: 0.0352, RMSE: 0.0570, R2: 0.9437), PNorm: 189.0375, GNorm: 0.4470
[131/299] timecost: 58.41, lr: 0.000072, Train: (LOSS: 0.0151, MAE: 0.0151, RMSE: 0.0272, R2: 0.9842), Valid: (LOSS: 0.0347, MAE: 0.0347, RMSE: 0.0563, R2: 0.9449), PNorm: 189.0458, GNorm: 0.4377
[132/299] timecost: 58.56, lr: 0.000072, Train: (LOSS: 0.0151, MAE: 0.0151, RMSE: 0.0272, R2: 0.9849), Valid: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0536, R2: 0.9505), PNorm: 189.0546, GNorm: 0.5000
[133/299] timecost: 58.10, lr: 0.000072, Train: (LOSS: 0.0147, MAE: 0.0147, RMSE: 0.0273, R2: 0.9850), Valid: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0562, R2: 0.9456), PNorm: 189.0628, GNorm: 0.5000
[134/299] timecost: 58.17, lr: 0.000072, Train: (LOSS: 0.0153, MAE: 0.0153, RMSE: 0.0275, R2: 0.9840), Valid: (LOSS: 0.0354, MAE: 0.0354, RMSE: 0.0555, R2: 0.9460), PNorm: 189.0721, GNorm: 0.4005
[135/299] timecost: 58.26, lr: 0.000072, Train: (LOSS: 0.0145, MAE: 0.0145, RMSE: 0.0265, R2: 0.9857), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0558, R2: 0.9461), PNorm: 189.0804, GNorm: 0.4461
[136/299] timecost: 58.32, lr: 0.000072, Train: (LOSS: 0.0151, MAE: 0.0151, RMSE: 0.0267, R2: 0.9853), Valid: (LOSS: 0.0359, MAE: 0.0359, RMSE: 0.0572, R2: 0.9430), PNorm: 189.0882, GNorm: 0.3884
Epoch 00138: reducing learning rate of group 0 to 6.1413e-05.
[137/299] timecost: 58.22, lr: 0.000061, Train: (LOSS: 0.0147, MAE: 0.0147, RMSE: 0.0260, R2: 0.9841), Valid: (LOSS: 0.0343, MAE: 0.0343, RMSE: 0.0532, R2: 0.9502), PNorm: 189.0968, GNorm: 0.3680
[138/299] timecost: 58.25, lr: 0.000061, Train: (LOSS: 0.0145, MAE: 0.0145, RMSE: 0.0267, R2: 0.9858), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0558, R2: 0.9457), PNorm: 189.1030, GNorm: 0.3878
[139/299] timecost: 60.27, lr: 0.000061, Train: (LOSS: 0.0138, MAE: 0.0138, RMSE: 0.0257, R2: 0.9858), Valid: (LOSS: 0.0343, MAE: 0.0343, RMSE: 0.0525, R2: 0.9505), PNorm: 189.1081, GNorm: 0.3746
[140/299] timecost: 60.07, lr: 0.000061, Train: (LOSS: 0.0132, MAE: 0.0132, RMSE: 0.0247, R2: 0.9851), Valid: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0551, R2: 0.9477), PNorm: 189.1134, GNorm: 0.3757
[141/299] timecost: 60.19, lr: 0.000061, Train: (LOSS: 0.0136, MAE: 0.0136, RMSE: 0.0249, R2: 0.9865), Valid: (LOSS: 0.0363, MAE: 0.0363, RMSE: 0.0564, R2: 0.9447), PNorm: 189.1198, GNorm: 0.4904
[142/299] timecost: 60.15, lr: 0.000061, Train: (LOSS: 0.0134, MAE: 0.0134, RMSE: 0.0246, R2: 0.9852), Valid: (LOSS: 0.0359, MAE: 0.0359, RMSE: 0.0551, R2: 0.9479), PNorm: 189.1242, GNorm: 0.5000
[143/299] timecost: 60.43, lr: 0.000061, Train: (LOSS: 0.0130, MAE: 0.0130, RMSE: 0.0245, R2: 0.9874), Valid: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0556, R2: 0.9458), PNorm: 189.1312, GNorm: 0.3857
[144/299] timecost: 60.63, lr: 0.000061, Train: (LOSS: 0.0133, MAE: 0.0133, RMSE: 0.0250, R2: 0.9866), Valid: (LOSS: 0.0338, MAE: 0.0338, RMSE: 0.0534, R2: 0.9505), PNorm: 189.1366, GNorm: 0.3766
[145/299] timecost: 60.15, lr: 0.000061, Train: (LOSS: 0.0133, MAE: 0.0133, RMSE: 0.0248, R2: 0.9858), Valid: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0543, R2: 0.9478), PNorm: 189.1415, GNorm: 0.4236
[146/299] timecost: 60.21, lr: 0.000061, Train: (LOSS: 0.0128, MAE: 0.0128, RMSE: 0.0240, R2: 0.9870), Valid: (LOSS: 0.0352, MAE: 0.0352, RMSE: 0.0565, R2: 0.9433), PNorm: 189.1474, GNorm: 0.5000
[147/299] timecost: 60.02, lr: 0.000061, Train: (LOSS: 0.0130, MAE: 0.0130, RMSE: 0.0242, R2: 0.9866), Valid: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0539, R2: 0.9496), PNorm: 189.1539, GNorm: 0.4184
[148/299] timecost: 60.07, lr: 0.000061, Train: (LOSS: 0.0126, MAE: 0.0126, RMSE: 0.0244, R2: 0.9865), Valid: (LOSS: 0.0331, MAE: 0.0331, RMSE: 0.0522, R2: 0.9522), PNorm: 189.1598, GNorm: 0.5000
[149/299] timecost: 59.72, lr: 0.000061, Train: (LOSS: 0.0128, MAE: 0.0128, RMSE: 0.0243, R2: 0.9873), Valid: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0538, R2: 0.9496), PNorm: 189.1671, GNorm: 0.4939
[150/299] timecost: 61.72, lr: 0.000061, Train: (LOSS: 0.0128, MAE: 0.0128, RMSE: 0.0240, R2: 0.9870), Valid: (LOSS: 0.0354, MAE: 0.0354, RMSE: 0.0542, R2: 0.9481), PNorm: 189.1725, GNorm: 0.3995
[151/299] timecost: 60.62, lr: 0.000061, Train: (LOSS: 0.0127, MAE: 0.0127, RMSE: 0.0242, R2: 0.9863), Valid: (LOSS: 0.0349, MAE: 0.0349, RMSE: 0.0535, R2: 0.9495), PNorm: 189.1791, GNorm: 0.4587
[152/299] timecost: 60.89, lr: 0.000061, Train: (LOSS: 0.0128, MAE: 0.0128, RMSE: 0.0240, R2: 0.9870), Valid: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0557, R2: 0.9469), PNorm: 189.1859, GNorm: 0.3604
Epoch 00154: reducing learning rate of group 0 to 5.2201e-05.
[153/299] timecost: 60.71, lr: 0.000052, Train: (LOSS: 0.0128, MAE: 0.0128, RMSE: 0.0241, R2: 0.9870), Valid: (LOSS: 0.0358, MAE: 0.0358, RMSE: 0.0544, R2: 0.9486), PNorm: 189.1927, GNorm: 0.4236
[154/299] timecost: 59.49, lr: 0.000052, Train: (LOSS: 0.0120, MAE: 0.0120, RMSE: 0.0234, R2: 0.9881), Valid: (LOSS: 0.0347, MAE: 0.0347, RMSE: 0.0542, R2: 0.9489), PNorm: 189.1981, GNorm: 0.3527
[155/299] timecost: 59.23, lr: 0.000052, Train: (LOSS: 0.0117, MAE: 0.0117, RMSE: 0.0232, R2: 0.9873), Valid: (LOSS: 0.0335, MAE: 0.0335, RMSE: 0.0518, R2: 0.9527), PNorm: 189.2021, GNorm: 0.3777
[156/299] timecost: 60.95, lr: 0.000052, Train: (LOSS: 0.0119, MAE: 0.0119, RMSE: 0.0228, R2: 0.9880), Valid: (LOSS: 0.0333, MAE: 0.0333, RMSE: 0.0511, R2: 0.9544), PNorm: 189.2057, GNorm: 0.5000
[157/299] timecost: 60.64, lr: 0.000052, Train: (LOSS: 0.0118, MAE: 0.0118, RMSE: 0.0233, R2: 0.9880), Valid: (LOSS: 0.0339, MAE: 0.0339, RMSE: 0.0536, R2: 0.9499), PNorm: 189.2112, GNorm: 0.5000
[158/299] timecost: 60.41, lr: 0.000052, Train: (LOSS: 0.0118, MAE: 0.0118, RMSE: 0.0224, R2: 0.9876), Valid: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0523, R2: 0.9525), PNorm: 189.2170, GNorm: 0.4251
[159/299] timecost: 60.17, lr: 0.000052, Train: (LOSS: 0.0117, MAE: 0.0117, RMSE: 0.0228, R2: 0.9877), Valid: (LOSS: 0.0338, MAE: 0.0338, RMSE: 0.0523, R2: 0.9526), PNorm: 189.2198, GNorm: 0.4304
[160/299] timecost: 59.95, lr: 0.000052, Train: (LOSS: 0.0117, MAE: 0.0117, RMSE: 0.0231, R2: 0.9882), Valid: (LOSS: 0.0342, MAE: 0.0342, RMSE: 0.0533, R2: 0.9506), PNorm: 189.2252, GNorm: 0.5000
[161/299] timecost: 60.30, lr: 0.000052, Train: (LOSS: 0.0117, MAE: 0.0117, RMSE: 0.0221, R2: 0.9878), Valid: (LOSS: 0.0334, MAE: 0.0334, RMSE: 0.0511, R2: 0.9548), PNorm: 189.2302, GNorm: 0.3998
[162/299] timecost: 60.59, lr: 0.000052, Train: (LOSS: 0.0116, MAE: 0.0116, RMSE: 0.0222, R2: 0.9875), Valid: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0561, R2: 0.9457), PNorm: 189.2345, GNorm: 0.4850
[163/299] timecost: 60.77, lr: 0.000052, Train: (LOSS: 0.0110, MAE: 0.0110, RMSE: 0.0224, R2: 0.9881), Valid: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0542, R2: 0.9486), PNorm: 189.2396, GNorm: 0.3690
[164/299] timecost: 60.98, lr: 0.000052, Train: (LOSS: 0.0111, MAE: 0.0111, RMSE: 0.0221, R2: 0.9877), Valid: (LOSS: 0.0350, MAE: 0.0350, RMSE: 0.0526, R2: 0.9516), PNorm: 189.2429, GNorm: 0.3823
[165/299] timecost: 60.84, lr: 0.000052, Train: (LOSS: 0.0115, MAE: 0.0115, RMSE: 0.0229, R2: 0.9882), Valid: (LOSS: 0.0342, MAE: 0.0342, RMSE: 0.0522, R2: 0.9532), PNorm: 189.2477, GNorm: 0.4376
[166/299] timecost: 60.89, lr: 0.000052, Train: (LOSS: 0.0112, MAE: 0.0112, RMSE: 0.0222, R2: 0.9873), Valid: (LOSS: 0.0335, MAE: 0.0335, RMSE: 0.0511, R2: 0.9533), PNorm: 189.2516, GNorm: 0.5000
[167/299] timecost: 60.56, lr: 0.000052, Train: (LOSS: 0.0111, MAE: 0.0111, RMSE: 0.0220, R2: 0.9884), Valid: (LOSS: 0.0350, MAE: 0.0350, RMSE: 0.0530, R2: 0.9519), PNorm: 189.2574, GNorm: 0.4294
[168/299] timecost: 60.38, lr: 0.000052, Train: (LOSS: 0.0111, MAE: 0.0111, RMSE: 0.0217, R2: 0.9886), Valid: (LOSS: 0.0333, MAE: 0.0333, RMSE: 0.0524, R2: 0.9517), PNorm: 189.2616, GNorm: 0.4770
Epoch 00170: reducing learning rate of group 0 to 4.4371e-05.
[169/299] timecost: 58.41, lr: 0.000044, Train: (LOSS: 0.0114, MAE: 0.0114, RMSE: 0.0225, R2: 0.9885), Valid: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0537, R2: 0.9505), PNorm: 189.2666, GNorm: 0.4176
[170/299] timecost: 58.88, lr: 0.000044, Train: (LOSS: 0.0105, MAE: 0.0105, RMSE: 0.0210, R2: 0.9893), Valid: (LOSS: 0.0336, MAE: 0.0336, RMSE: 0.0526, R2: 0.9528), PNorm: 189.2699, GNorm: 0.5000
[171/299] timecost: 59.07, lr: 0.000044, Train: (LOSS: 0.0103, MAE: 0.0103, RMSE: 0.0210, R2: 0.9887), Valid: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0524, R2: 0.9520), PNorm: 189.2738, GNorm: 0.4511
[172/299] timecost: 59.08, lr: 0.000044, Train: (LOSS: 0.0101, MAE: 0.0101, RMSE: 0.0214, R2: 0.9891), Valid: (LOSS: 0.0335, MAE: 0.0335, RMSE: 0.0518, R2: 0.9533), PNorm: 189.2780, GNorm: 0.3405
[173/299] timecost: 58.73, lr: 0.000044, Train: (LOSS: 0.0102, MAE: 0.0102, RMSE: 0.0215, R2: 0.9889), Valid: (LOSS: 0.0346, MAE: 0.0346, RMSE: 0.0532, R2: 0.9505), PNorm: 189.2812, GNorm: 0.5000
[174/299] timecost: 58.69, lr: 0.000044, Train: (LOSS: 0.0101, MAE: 0.0101, RMSE: 0.0208, R2: 0.9889), Valid: (LOSS: 0.0340, MAE: 0.0340, RMSE: 0.0521, R2: 0.9528), PNorm: 189.2846, GNorm: 0.3989
[175/299] timecost: 58.38, lr: 0.000044, Train: (LOSS: 0.0101, MAE: 0.0101, RMSE: 0.0215, R2: 0.9875), Valid: (LOSS: 0.0348, MAE: 0.0348, RMSE: 0.0535, R2: 0.9500), PNorm: 189.2884, GNorm: 0.4721
[176/299] timecost: 58.53, lr: 0.000044, Train: (LOSS: 0.0101, MAE: 0.0101, RMSE: 0.0212, R2: 0.9880), Valid: (LOSS: 0.0348, MAE: 0.0348, RMSE: 0.0534, R2: 0.9513), PNorm: 189.2911, GNorm: 0.3658
[177/299] timecost: 58.67, lr: 0.000044, Train: (LOSS: 0.0100, MAE: 0.0100, RMSE: 0.0210, R2: 0.9894), Valid: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0551, R2: 0.9478), PNorm: 189.2938, GNorm: 0.3620
[178/299] timecost: 58.67, lr: 0.000044, Train: (LOSS: 0.0100, MAE: 0.0100, RMSE: 0.0211, R2: 0.9892), Valid: (LOSS: 0.0342, MAE: 0.0342, RMSE: 0.0533, R2: 0.9511), PNorm: 189.2986, GNorm: 0.4957
[179/299] timecost: 59.04, lr: 0.000044, Train: (LOSS: 0.0100, MAE: 0.0100, RMSE: 0.0209, R2: 0.9893), Valid: (LOSS: 0.0346, MAE: 0.0346, RMSE: 0.0530, R2: 0.9506), PNorm: 189.3016, GNorm: 0.4170
[180/299] timecost: 58.82, lr: 0.000044, Train: (LOSS: 0.0100, MAE: 0.0100, RMSE: 0.0208, R2: 0.9895), Valid: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0518, R2: 0.9535), PNorm: 189.3054, GNorm: 0.5000
[181/299] timecost: 59.26, lr: 0.000044, Train: (LOSS: 0.0097, MAE: 0.0097, RMSE: 0.0207, R2: 0.9892), Valid: (LOSS: 0.0337, MAE: 0.0337, RMSE: 0.0516, R2: 0.9537), PNorm: 189.3086, GNorm: 0.3452
[182/299] timecost: 60.40, lr: 0.000044, Train: (LOSS: 0.0099, MAE: 0.0099, RMSE: 0.0211, R2: 0.9896), Valid: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0534, R2: 0.9512), PNorm: 189.3121, GNorm: 0.4966
[183/299] timecost: 59.21, lr: 0.000044, Train: (LOSS: 0.0097, MAE: 0.0097, RMSE: 0.0211, R2: 0.9895), Valid: (LOSS: 0.0343, MAE: 0.0343, RMSE: 0.0526, R2: 0.9525), PNorm: 189.3155, GNorm: 0.3291
[184/299] timecost: 60.05, lr: 0.000044, Train: (LOSS: 0.0099, MAE: 0.0099, RMSE: 0.0208, R2: 0.9887), Valid: (LOSS: 0.0337, MAE: 0.0337, RMSE: 0.0533, R2: 0.9505), PNorm: 189.3187, GNorm: 0.4750
Epoch 00186: reducing learning rate of group 0 to 3.7715e-05.
[185/299] timecost: 59.70, lr: 0.000038, Train: (LOSS: 0.0100, MAE: 0.0100, RMSE: 0.0203, R2: 0.9886), Valid: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0514, R2: 0.9546), PNorm: 189.3225, GNorm: 0.4031
[186/299] timecost: 58.45, lr: 0.000038, Train: (LOSS: 0.0096, MAE: 0.0096, RMSE: 0.0207, R2: 0.9896), Valid: (LOSS: 0.0348, MAE: 0.0348, RMSE: 0.0536, R2: 0.9510), PNorm: 189.3264, GNorm: 0.4463
[187/299] timecost: 59.64, lr: 0.000038, Train: (LOSS: 0.0090, MAE: 0.0090, RMSE: 0.0199, R2: 0.9902), Valid: (LOSS: 0.0347, MAE: 0.0347, RMSE: 0.0531, R2: 0.9510), PNorm: 189.3286, GNorm: 0.5000
[188/299] timecost: 60.23, lr: 0.000038, Train: (LOSS: 0.0089, MAE: 0.0089, RMSE: 0.0198, R2: 0.9895), Valid: (LOSS: 0.0342, MAE: 0.0342, RMSE: 0.0523, R2: 0.9528), PNorm: 189.3308, GNorm: 0.5000
[189/299] timecost: 60.74, lr: 0.000038, Train: (LOSS: 0.0091, MAE: 0.0091, RMSE: 0.0193, R2: 0.9895), Valid: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0521, R2: 0.9527), PNorm: 189.3326, GNorm: 0.4973
[190/299] timecost: 60.98, lr: 0.000038, Train: (LOSS: 0.0088, MAE: 0.0088, RMSE: 0.0194, R2: 0.9899), Valid: (LOSS: 0.0332, MAE: 0.0332, RMSE: 0.0516, R2: 0.9539), PNorm: 189.3357, GNorm: 0.3536
[191/299] timecost: 59.93, lr: 0.000038, Train: (LOSS: 0.0090, MAE: 0.0090, RMSE: 0.0199, R2: 0.9904), Valid: (LOSS: 0.0340, MAE: 0.0340, RMSE: 0.0527, R2: 0.9522), PNorm: 189.3378, GNorm: 0.4476
[192/299] timecost: 59.36, lr: 0.000038, Train: (LOSS: 0.0089, MAE: 0.0089, RMSE: 0.0196, R2: 0.9898), Valid: (LOSS: 0.0337, MAE: 0.0337, RMSE: 0.0517, R2: 0.9536), PNorm: 189.3398, GNorm: 0.4270
[193/299] timecost: 59.24, lr: 0.000038, Train: (LOSS: 0.0089, MAE: 0.0089, RMSE: 0.0197, R2: 0.9895), Valid: (LOSS: 0.0337, MAE: 0.0337, RMSE: 0.0519, R2: 0.9535), PNorm: 189.3431, GNorm: 0.3797
[194/299] timecost: 59.26, lr: 0.000038, Train: (LOSS: 0.0090, MAE: 0.0090, RMSE: 0.0200, R2: 0.9905), Valid: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0527, R2: 0.9523), PNorm: 189.3459, GNorm: 0.3096
[195/299] timecost: 59.40, lr: 0.000038, Train: (LOSS: 0.0088, MAE: 0.0088, RMSE: 0.0194, R2: 0.9895), Valid: (LOSS: 0.0349, MAE: 0.0349, RMSE: 0.0528, R2: 0.9514), PNorm: 189.3489, GNorm: 0.4412
[196/299] timecost: 58.56, lr: 0.000038, Train: (LOSS: 0.0089, MAE: 0.0089, RMSE: 0.0190, R2: 0.9899), Valid: (LOSS: 0.0332, MAE: 0.0332, RMSE: 0.0509, R2: 0.9551), PNorm: 189.3508, GNorm: 0.4944
[197/299] timecost: 58.77, lr: 0.000038, Train: (LOSS: 0.0089, MAE: 0.0089, RMSE: 0.0193, R2: 0.9897), Valid: (LOSS: 0.0343, MAE: 0.0343, RMSE: 0.0526, R2: 0.9524), PNorm: 189.3528, GNorm: 0.3861
