cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Loading pretrained weights to generate initialization============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 64.35, lr: 0.000030, Train: (LOSS: 0.2376, MAE: 0.2376, RMSE: 0.2834, R2: -0.1522), Valid: (LOSS: 0.3047, MAE: 0.3047, RMSE: 0.3802, R2: -1.1000), PNorm: 174.3936, GNorm: 1.5220
[99/299] timecost: 64.07, lr: 0.000030, Train: (LOSS: 0.0277, MAE: 0.0277, RMSE: 0.0447, R2: 0.9653), Valid: (LOSS: 0.0487, MAE: 0.0487, RMSE: 0.0701, R2: 0.9234), PNorm: 150.8463, GNorm: 0.8344
[100/299] timecost: 63.89, lr: 0.000030, Train: (LOSS: 0.0275, MAE: 0.0275, RMSE: 0.0445, R2: 0.9642), Valid: (LOSS: 0.0483, MAE: 0.0483, RMSE: 0.0715, R2: 0.9205), PNorm: 150.6304, GNorm: 1.0816
[101/299] timecost: 63.33, lr: 0.000030, Train: (LOSS: 0.0273, MAE: 0.0273, RMSE: 0.0441, R2: 0.9657), Valid: (LOSS: 0.0481, MAE: 0.0481, RMSE: 0.0715, R2: 0.9209), PNorm: 150.4141, GNorm: 0.8082
[102/299] timecost: 63.60, lr: 0.000030, Train: (LOSS: 0.0257, MAE: 0.0257, RMSE: 0.0418, R2: 0.9700), Valid: (LOSS: 0.0479, MAE: 0.0479, RMSE: 0.0715, R2: 0.9192), PNorm: 150.1973, GNorm: 1.2405
[103/299] timecost: 63.62, lr: 0.000030, Train: (LOSS: 0.0272, MAE: 0.0272, RMSE: 0.0432, R2: 0.9647), Valid: (LOSS: 0.0469, MAE: 0.0469, RMSE: 0.0673, R2: 0.9287), PNorm: 149.9805, GNorm: 0.8220
[104/299] timecost: 63.94, lr: 0.000030, Train: (LOSS: 0.0265, MAE: 0.0265, RMSE: 0.0427, R2: 0.9691), Valid: (LOSS: 0.0457, MAE: 0.0457, RMSE: 0.0663, R2: 0.9307), PNorm: 149.7637, GNorm: 1.3678
[105/299] timecost: 63.27, lr: 0.000030, Train: (LOSS: 0.0273, MAE: 0.0273, RMSE: 0.0435, R2: 0.9666), Valid: (LOSS: 0.0449, MAE: 0.0449, RMSE: 0.0668, R2: 0.9301), PNorm: 149.5474, GNorm: 1.1474
[106/299] timecost: 62.76, lr: 0.000030, Train: (LOSS: 0.0260, MAE: 0.0260, RMSE: 0.0419, R2: 0.9701), Valid: (LOSS: 0.0464, MAE: 0.0464, RMSE: 0.0723, R2: 0.9172), PNorm: 149.3294, GNorm: 1.2166
[107/299] timecost: 63.09, lr: 0.000030, Train: (LOSS: 0.0254, MAE: 0.0254, RMSE: 0.0420, R2: 0.9683), Valid: (LOSS: 0.0520, MAE: 0.0520, RMSE: 0.0825, R2: 0.8934), PNorm: 149.1125, GNorm: 0.9430
[108/299] timecost: 62.87, lr: 0.000030, Train: (LOSS: 0.0260, MAE: 0.0260, RMSE: 0.0412, R2: 0.9698), Valid: (LOSS: 0.0455, MAE: 0.0455, RMSE: 0.0685, R2: 0.9260), PNorm: 148.8958, GNorm: 0.8184
[109/299] timecost: 62.96, lr: 0.000030, Train: (LOSS: 0.0256, MAE: 0.0256, RMSE: 0.0410, R2: 0.9700), Valid: (LOSS: 0.0449, MAE: 0.0449, RMSE: 0.0650, R2: 0.9329), PNorm: 148.6789, GNorm: 0.8871
[110/299] timecost: 62.89, lr: 0.000030, Train: (LOSS: 0.0268, MAE: 0.0268, RMSE: 0.0434, R2: 0.9664), Valid: (LOSS: 0.0494, MAE: 0.0494, RMSE: 0.0764, R2: 0.9077), PNorm: 148.4635, GNorm: 0.7077
Epoch 00112: reducing learning rate of group 0 to 2.7000e-05.
[111/299] timecost: 62.60, lr: 0.000027, Train: (LOSS: 0.0237, MAE: 0.0237, RMSE: 0.0383, R2: 0.9717), Valid: (LOSS: 0.0470, MAE: 0.0470, RMSE: 0.0703, R2: 0.9225), PNorm: 148.2477, GNorm: 1.0637
[112/299] timecost: 62.66, lr: 0.000027, Train: (LOSS: 0.0233, MAE: 0.0233, RMSE: 0.0372, R2: 0.9739), Valid: (LOSS: 0.0455, MAE: 0.0455, RMSE: 0.0665, R2: 0.9299), PNorm: 148.0531, GNorm: 1.2456
[113/299] timecost: 62.80, lr: 0.000027, Train: (LOSS: 0.0232, MAE: 0.0232, RMSE: 0.0377, R2: 0.9737), Valid: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0677, R2: 0.9259), PNorm: 147.8575, GNorm: 1.4520
[114/299] timecost: 62.76, lr: 0.000027, Train: (LOSS: 0.0228, MAE: 0.0228, RMSE: 0.0371, R2: 0.9737), Valid: (LOSS: 0.0463, MAE: 0.0463, RMSE: 0.0698, R2: 0.9235), PNorm: 147.6622, GNorm: 1.5034
[115/299] timecost: 62.95, lr: 0.000027, Train: (LOSS: 0.0227, MAE: 0.0227, RMSE: 0.0362, R2: 0.9742), Valid: (LOSS: 0.0449, MAE: 0.0449, RMSE: 0.0681, R2: 0.9260), PNorm: 147.4671, GNorm: 1.2706
[116/299] timecost: 62.85, lr: 0.000027, Train: (LOSS: 0.0225, MAE: 0.0225, RMSE: 0.0363, R2: 0.9753), Valid: (LOSS: 0.0462, MAE: 0.0462, RMSE: 0.0709, R2: 0.9219), PNorm: 147.2713, GNorm: 0.9140
[117/299] timecost: 64.12, lr: 0.000027, Train: (LOSS: 0.0224, MAE: 0.0224, RMSE: 0.0366, R2: 0.9761), Valid: (LOSS: 0.0481, MAE: 0.0481, RMSE: 0.0715, R2: 0.9194), PNorm: 147.0760, GNorm: 1.0813
[118/299] timecost: 64.08, lr: 0.000027, Train: (LOSS: 0.0229, MAE: 0.0229, RMSE: 0.0365, R2: 0.9750), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0661, R2: 0.9303), PNorm: 146.8811, GNorm: 1.1664
[119/299] timecost: 65.95, lr: 0.000027, Train: (LOSS: 0.0212, MAE: 0.0212, RMSE: 0.0358, R2: 0.9764), Valid: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0698, R2: 0.9213), PNorm: 146.6856, GNorm: 1.0378
[120/299] timecost: 66.91, lr: 0.000027, Train: (LOSS: 0.0214, MAE: 0.0214, RMSE: 0.0355, R2: 0.9768), Valid: (LOSS: 0.0460, MAE: 0.0460, RMSE: 0.0682, R2: 0.9280), PNorm: 146.4904, GNorm: 1.0537
[121/299] timecost: 66.79, lr: 0.000027, Train: (LOSS: 0.0223, MAE: 0.0223, RMSE: 0.0364, R2: 0.9761), Valid: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0693, R2: 0.9254), PNorm: 146.2966, GNorm: 1.0569
[122/299] timecost: 66.28, lr: 0.000027, Train: (LOSS: 0.0219, MAE: 0.0219, RMSE: 0.0351, R2: 0.9766), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0691, R2: 0.9234), PNorm: 146.1023, GNorm: 0.8217
[123/299] timecost: 66.16, lr: 0.000027, Train: (LOSS: 0.0214, MAE: 0.0214, RMSE: 0.0344, R2: 0.9758), Valid: (LOSS: 0.0458, MAE: 0.0458, RMSE: 0.0699, R2: 0.9204), PNorm: 145.9089, GNorm: 1.2708
[124/299] timecost: 66.27, lr: 0.000027, Train: (LOSS: 0.0212, MAE: 0.0212, RMSE: 0.0345, R2: 0.9764), Valid: (LOSS: 0.0453, MAE: 0.0453, RMSE: 0.0695, R2: 0.9247), PNorm: 145.7164, GNorm: 1.4280
[125/299] timecost: 66.00, lr: 0.000027, Train: (LOSS: 0.0215, MAE: 0.0215, RMSE: 0.0355, R2: 0.9773), Valid: (LOSS: 0.0467, MAE: 0.0467, RMSE: 0.0692, R2: 0.9267), PNorm: 145.5241, GNorm: 1.6616
[126/299] timecost: 65.76, lr: 0.000027, Train: (LOSS: 0.0215, MAE: 0.0215, RMSE: 0.0353, R2: 0.9759), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0684, R2: 0.9239), PNorm: 145.3324, GNorm: 1.2139
[127/299] timecost: 66.11, lr: 0.000027, Train: (LOSS: 0.0210, MAE: 0.0210, RMSE: 0.0346, R2: 0.9767), Valid: (LOSS: 0.0424, MAE: 0.0424, RMSE: 0.0639, R2: 0.9350), PNorm: 145.1426, GNorm: 0.8376
[128/299] timecost: 65.94, lr: 0.000027, Train: (LOSS: 0.0206, MAE: 0.0206, RMSE: 0.0334, R2: 0.9795), Valid: (LOSS: 0.0436, MAE: 0.0436, RMSE: 0.0658, R2: 0.9306), PNorm: 144.9524, GNorm: 1.1052
[129/299] timecost: 65.79, lr: 0.000027, Train: (LOSS: 0.0196, MAE: 0.0196, RMSE: 0.0318, R2: 0.9803), Valid: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0657, R2: 0.9308), PNorm: 144.7631, GNorm: 0.7601
[130/299] timecost: 65.91, lr: 0.000027, Train: (LOSS: 0.0202, MAE: 0.0202, RMSE: 0.0335, R2: 0.9787), Valid: (LOSS: 0.0424, MAE: 0.0424, RMSE: 0.0626, R2: 0.9380), PNorm: 144.5749, GNorm: 0.9522
[131/299] timecost: 65.77, lr: 0.000027, Train: (LOSS: 0.0202, MAE: 0.0202, RMSE: 0.0327, R2: 0.9792), Valid: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0669, R2: 0.9304), PNorm: 144.3878, GNorm: 0.8756
[132/299] timecost: 66.20, lr: 0.000027, Train: (LOSS: 0.0215, MAE: 0.0215, RMSE: 0.0351, R2: 0.9772), Valid: (LOSS: 0.0460, MAE: 0.0460, RMSE: 0.0701, R2: 0.9230), PNorm: 144.2027, GNorm: 1.0065
[133/299] timecost: 66.04, lr: 0.000027, Train: (LOSS: 0.0203, MAE: 0.0203, RMSE: 0.0326, R2: 0.9792), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0668, R2: 0.9300), PNorm: 144.0185, GNorm: 0.8886
[134/299] timecost: 66.31, lr: 0.000027, Train: (LOSS: 0.0195, MAE: 0.0195, RMSE: 0.0322, R2: 0.9800), Valid: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0668, R2: 0.9303), PNorm: 143.8352, GNorm: 0.8989
[135/299] timecost: 65.59, lr: 0.000027, Train: (LOSS: 0.0191, MAE: 0.0191, RMSE: 0.0316, R2: 0.9806), Valid: (LOSS: 0.0452, MAE: 0.0452, RMSE: 0.0690, R2: 0.9243), PNorm: 143.6533, GNorm: 1.2115
[136/299] timecost: 63.42, lr: 0.000027, Train: (LOSS: 0.0200, MAE: 0.0200, RMSE: 0.0330, R2: 0.9794), Valid: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0628, R2: 0.9382), PNorm: 143.4724, GNorm: 1.1717
[137/299] timecost: 62.98, lr: 0.000027, Train: (LOSS: 0.0196, MAE: 0.0196, RMSE: 0.0320, R2: 0.9813), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0666, R2: 0.9297), PNorm: 143.2937, GNorm: 0.7965
[138/299] timecost: 62.90, lr: 0.000027, Train: (LOSS: 0.0195, MAE: 0.0195, RMSE: 0.0314, R2: 0.9799), Valid: (LOSS: 0.0444, MAE: 0.0444, RMSE: 0.0672, R2: 0.9283), PNorm: 143.1155, GNorm: 0.8320
[139/299] timecost: 62.86, lr: 0.000027, Train: (LOSS: 0.0194, MAE: 0.0194, RMSE: 0.0321, R2: 0.9803), Valid: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0678, R2: 0.9252), PNorm: 142.9388, GNorm: 0.9357
[140/299] timecost: 62.68, lr: 0.000027, Train: (LOSS: 0.0191, MAE: 0.0191, RMSE: 0.0315, R2: 0.9819), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0603, R2: 0.9423), PNorm: 142.7639, GNorm: 1.1930
[141/299] timecost: 62.77, lr: 0.000027, Train: (LOSS: 0.0184, MAE: 0.0184, RMSE: 0.0310, R2: 0.9826), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0693, R2: 0.9236), PNorm: 142.5907, GNorm: 1.1024
[142/299] timecost: 62.80, lr: 0.000027, Train: (LOSS: 0.0194, MAE: 0.0194, RMSE: 0.0313, R2: 0.9819), Valid: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0662, R2: 0.9317), PNorm: 142.4192, GNorm: 0.8394
[143/299] timecost: 62.91, lr: 0.000027, Train: (LOSS: 0.0188, MAE: 0.0188, RMSE: 0.0313, R2: 0.9812), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0709, R2: 0.9213), PNorm: 142.2492, GNorm: 0.7656
[144/299] timecost: 63.38, lr: 0.000027, Train: (LOSS: 0.0193, MAE: 0.0193, RMSE: 0.0317, R2: 0.9803), Valid: (LOSS: 0.0448, MAE: 0.0448, RMSE: 0.0682, R2: 0.9238), PNorm: 142.0812, GNorm: 1.1093
[145/299] timecost: 63.59, lr: 0.000027, Train: (LOSS: 0.0184, MAE: 0.0184, RMSE: 0.0307, R2: 0.9824), Valid: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0677, R2: 0.9252), PNorm: 141.9146, GNorm: 0.8252
[146/299] timecost: 63.09, lr: 0.000027, Train: (LOSS: 0.0177, MAE: 0.0177, RMSE: 0.0293, R2: 0.9831), Valid: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0668, R2: 0.9287), PNorm: 141.7496, GNorm: 1.0590
[147/299] timecost: 62.70, lr: 0.000027, Train: (LOSS: 0.0175, MAE: 0.0175, RMSE: 0.0285, R2: 0.9845), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0622, R2: 0.9385), PNorm: 141.5861, GNorm: 0.9599
[148/299] timecost: 62.92, lr: 0.000027, Train: (LOSS: 0.0183, MAE: 0.0183, RMSE: 0.0300, R2: 0.9827), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0656, R2: 0.9319), PNorm: 141.4246, GNorm: 1.2073
[149/299] timecost: 63.10, lr: 0.000027, Train: (LOSS: 0.0187, MAE: 0.0187, RMSE: 0.0309, R2: 0.9811), Valid: (LOSS: 0.0431, MAE: 0.0431, RMSE: 0.0670, R2: 0.9276), PNorm: 141.2652, GNorm: 1.0256
[150/299] timecost: 63.17, lr: 0.000027, Train: (LOSS: 0.0181, MAE: 0.0181, RMSE: 0.0293, R2: 0.9832), Valid: (LOSS: 0.0449, MAE: 0.0449, RMSE: 0.0702, R2: 0.9214), PNorm: 141.1075, GNorm: 0.9609
[151/299] timecost: 64.21, lr: 0.000027, Train: (LOSS: 0.0176, MAE: 0.0176, RMSE: 0.0284, R2: 0.9827), Valid: (LOSS: 0.0432, MAE: 0.0432, RMSE: 0.0680, R2: 0.9244), PNorm: 140.9517, GNorm: 1.0203
[152/299] timecost: 65.80, lr: 0.000027, Train: (LOSS: 0.0176, MAE: 0.0176, RMSE: 0.0288, R2: 0.9831), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0696, R2: 0.9224), PNorm: 140.7978, GNorm: 1.3105
[153/299] timecost: 65.87, lr: 0.000027, Train: (LOSS: 0.0182, MAE: 0.0182, RMSE: 0.0296, R2: 0.9840), Valid: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0682, R2: 0.9261), PNorm: 140.6461, GNorm: 1.7535
[154/299] timecost: 66.69, lr: 0.000027, Train: (LOSS: 0.0185, MAE: 0.0185, RMSE: 0.0290, R2: 0.9835), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0628, R2: 0.9388), PNorm: 140.4965, GNorm: 0.9876
[155/299] timecost: 66.67, lr: 0.000027, Train: (LOSS: 0.0173, MAE: 0.0173, RMSE: 0.0285, R2: 0.9845), Valid: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0664, R2: 0.9299), PNorm: 140.3482, GNorm: 1.2045
[156/299] timecost: 66.23, lr: 0.000027, Train: (LOSS: 0.0176, MAE: 0.0176, RMSE: 0.0285, R2: 0.9842), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0639, R2: 0.9357), PNorm: 140.2025, GNorm: 0.8990
[157/299] timecost: 66.38, lr: 0.000027, Train: (LOSS: 0.0173, MAE: 0.0173, RMSE: 0.0282, R2: 0.9851), Valid: (LOSS: 0.0429, MAE: 0.0429, RMSE: 0.0657, R2: 0.9330), PNorm: 140.0580, GNorm: 0.6948
[158/299] timecost: 66.45, lr: 0.000027, Train: (LOSS: 0.0166, MAE: 0.0166, RMSE: 0.0272, R2: 0.9854), Valid: (LOSS: 0.0443, MAE: 0.0443, RMSE: 0.0659, R2: 0.9330), PNorm: 139.9153, GNorm: 0.8746
[159/299] timecost: 65.74, lr: 0.000027, Train: (LOSS: 0.0170, MAE: 0.0170, RMSE: 0.0277, R2: 0.9848), Valid: (LOSS: 0.0412, MAE: 0.0412, RMSE: 0.0614, R2: 0.9407), PNorm: 139.7753, GNorm: 0.9599
[160/299] timecost: 65.98, lr: 0.000027, Train: (LOSS: 0.0166, MAE: 0.0166, RMSE: 0.0273, R2: 0.9857), Valid: (LOSS: 0.0410, MAE: 0.0410, RMSE: 0.0605, R2: 0.9410), PNorm: 139.6365, GNorm: 0.7984
Epoch 00162: reducing learning rate of group 0 to 2.4300e-05.
[161/299] timecost: 65.65, lr: 0.000024, Train: (LOSS: 0.0167, MAE: 0.0167, RMSE: 0.0273, R2: 0.9847), Valid: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0627, R2: 0.9377), PNorm: 139.4998, GNorm: 0.8245
[162/299] timecost: 66.25, lr: 0.000024, Train: (LOSS: 0.0158, MAE: 0.0158, RMSE: 0.0257, R2: 0.9869), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0607, R2: 0.9420), PNorm: 139.3777, GNorm: 0.7955
[163/299] timecost: 66.62, lr: 0.000024, Train: (LOSS: 0.0160, MAE: 0.0160, RMSE: 0.0266, R2: 0.9872), Valid: (LOSS: 0.0422, MAE: 0.0422, RMSE: 0.0671, R2: 0.9272), PNorm: 139.2569, GNorm: 1.0775
[164/299] timecost: 66.91, lr: 0.000024, Train: (LOSS: 0.0163, MAE: 0.0163, RMSE: 0.0263, R2: 0.9872), Valid: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0591, R2: 0.9456), PNorm: 139.1387, GNorm: 0.8212
[165/299] timecost: 65.93, lr: 0.000024, Train: (LOSS: 0.0167, MAE: 0.0167, RMSE: 0.0267, R2: 0.9866), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0629, R2: 0.9369), PNorm: 139.0209, GNorm: 0.7850
[166/299] timecost: 66.41, lr: 0.000024, Train: (LOSS: 0.0159, MAE: 0.0159, RMSE: 0.0257, R2: 0.9864), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0599, R2: 0.9432), PNorm: 138.9043, GNorm: 0.7845
[167/299] timecost: 65.84, lr: 0.000024, Train: (LOSS: 0.0159, MAE: 0.0159, RMSE: 0.0263, R2: 0.9866), Valid: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0677, R2: 0.9269), PNorm: 138.7896, GNorm: 0.9176
[168/299] timecost: 66.13, lr: 0.000024, Train: (LOSS: 0.0154, MAE: 0.0154, RMSE: 0.0254, R2: 0.9873), Valid: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0625, R2: 0.9375), PNorm: 138.6753, GNorm: 1.0168
[169/299] timecost: 66.39, lr: 0.000024, Train: (LOSS: 0.0156, MAE: 0.0156, RMSE: 0.0255, R2: 0.9877), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0623, R2: 0.9386), PNorm: 138.5630, GNorm: 0.8930
[170/299] timecost: 66.03, lr: 0.000024, Train: (LOSS: 0.0147, MAE: 0.0147, RMSE: 0.0239, R2: 0.9887), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0622, R2: 0.9379), PNorm: 138.4519, GNorm: 0.6997
[171/299] timecost: 66.23, lr: 0.000024, Train: (LOSS: 0.0144, MAE: 0.0144, RMSE: 0.0232, R2: 0.9890), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0609, R2: 0.9409), PNorm: 138.3408, GNorm: 0.8130
[172/299] timecost: 66.62, lr: 0.000024, Train: (LOSS: 0.0145, MAE: 0.0145, RMSE: 0.0244, R2: 0.9883), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0615, R2: 0.9397), PNorm: 138.2318, GNorm: 1.0185
[173/299] timecost: 65.35, lr: 0.000024, Train: (LOSS: 0.0151, MAE: 0.0151, RMSE: 0.0246, R2: 0.9879), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0619, R2: 0.9394), PNorm: 138.1235, GNorm: 0.9891
[174/299] timecost: 65.02, lr: 0.000024, Train: (LOSS: 0.0144, MAE: 0.0144, RMSE: 0.0232, R2: 0.9896), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0632, R2: 0.9357), PNorm: 138.0168, GNorm: 0.9917
[175/299] timecost: 64.83, lr: 0.000024, Train: (LOSS: 0.0153, MAE: 0.0153, RMSE: 0.0248, R2: 0.9885), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0640, R2: 0.9342), PNorm: 137.9118, GNorm: 0.6961
[176/299] timecost: 64.67, lr: 0.000024, Train: (LOSS: 0.0143, MAE: 0.0143, RMSE: 0.0233, R2: 0.9892), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0625, R2: 0.9376), PNorm: 137.8080, GNorm: 0.9491
[177/299] timecost: 65.14, lr: 0.000024, Train: (LOSS: 0.0150, MAE: 0.0150, RMSE: 0.0238, R2: 0.9894), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0620, R2: 0.9394), PNorm: 137.7050, GNorm: 1.0116
[178/299] timecost: 64.81, lr: 0.000024, Train: (LOSS: 0.0149, MAE: 0.0149, RMSE: 0.0240, R2: 0.9891), Valid: (LOSS: 0.0436, MAE: 0.0436, RMSE: 0.0674, R2: 0.9291), PNorm: 137.6031, GNorm: 1.3403
[179/299] timecost: 64.95, lr: 0.000024, Train: (LOSS: 0.0149, MAE: 0.0149, RMSE: 0.0240, R2: 0.9894), Valid: (LOSS: 0.0439, MAE: 0.0439, RMSE: 0.0645, R2: 0.9337), PNorm: 137.5028, GNorm: 1.5666
[180/299] timecost: 66.14, lr: 0.000024, Train: (LOSS: 0.0139, MAE: 0.0139, RMSE: 0.0225, R2: 0.9895), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0606, R2: 0.9425), PNorm: 137.4032, GNorm: 0.9451
[181/299] timecost: 66.01, lr: 0.000024, Train: (LOSS: 0.0140, MAE: 0.0140, RMSE: 0.0227, R2: 0.9894), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0602, R2: 0.9425), PNorm: 137.3048, GNorm: 0.7958
[182/299] timecost: 65.97, lr: 0.000024, Train: (LOSS: 0.0144, MAE: 0.0144, RMSE: 0.0230, R2: 0.9908), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0652, R2: 0.9324), PNorm: 137.2067, GNorm: 0.8633
Epoch 00184: reducing learning rate of group 0 to 2.1870e-05.
[183/299] timecost: 66.13, lr: 0.000022, Train: (LOSS: 0.0139, MAE: 0.0139, RMSE: 0.0222, R2: 0.9912), Valid: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0578, R2: 0.9466), PNorm: 137.1095, GNorm: 0.9296
[184/299] timecost: 66.41, lr: 0.000022, Train: (LOSS: 0.0134, MAE: 0.0134, RMSE: 0.0219, R2: 0.9914), Valid: (LOSS: 0.0403, MAE: 0.0403, RMSE: 0.0604, R2: 0.9432), PNorm: 137.0233, GNorm: 0.9355
[185/299] timecost: 66.03, lr: 0.000022, Train: (LOSS: 0.0138, MAE: 0.0138, RMSE: 0.0217, R2: 0.9913), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0615, R2: 0.9405), PNorm: 136.9385, GNorm: 0.6948
[186/299] timecost: 65.19, lr: 0.000022, Train: (LOSS: 0.0128, MAE: 0.0128, RMSE: 0.0203, R2: 0.9916), Valid: (LOSS: 0.0424, MAE: 0.0424, RMSE: 0.0630, R2: 0.9391), PNorm: 136.8531, GNorm: 0.9649
[187/299] timecost: 64.11, lr: 0.000022, Train: (LOSS: 0.0137, MAE: 0.0137, RMSE: 0.0217, R2: 0.9916), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0624, R2: 0.9395), PNorm: 136.7690, GNorm: 1.0709
[188/299] timecost: 62.68, lr: 0.000022, Train: (LOSS: 0.0134, MAE: 0.0134, RMSE: 0.0214, R2: 0.9917), Valid: (LOSS: 0.0410, MAE: 0.0410, RMSE: 0.0612, R2: 0.9423), PNorm: 136.6857, GNorm: 1.3947
[189/299] timecost: 62.95, lr: 0.000022, Train: (LOSS: 0.0134, MAE: 0.0134, RMSE: 0.0214, R2: 0.9914), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0589, R2: 0.9463), PNorm: 136.6032, GNorm: 0.8998
[190/299] timecost: 63.00, lr: 0.000022, Train: (LOSS: 0.0131, MAE: 0.0131, RMSE: 0.0207, R2: 0.9921), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0619, R2: 0.9403), PNorm: 136.5215, GNorm: 0.8753
[191/299] timecost: 63.03, lr: 0.000022, Train: (LOSS: 0.0133, MAE: 0.0133, RMSE: 0.0211, R2: 0.9922), Valid: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0649, R2: 0.9340), PNorm: 136.4402, GNorm: 1.4139
[192/299] timecost: 62.99, lr: 0.000022, Train: (LOSS: 0.0125, MAE: 0.0125, RMSE: 0.0199, R2: 0.9921), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0641, R2: 0.9348), PNorm: 136.3597, GNorm: 0.8468
[193/299] timecost: 62.96, lr: 0.000022, Train: (LOSS: 0.0135, MAE: 0.0135, RMSE: 0.0210, R2: 0.9921), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0598, R2: 0.9439), PNorm: 136.2793, GNorm: 1.1564
[194/299] timecost: 62.67, lr: 0.000022, Train: (LOSS: 0.0125, MAE: 0.0125, RMSE: 0.0203, R2: 0.9924), Valid: (LOSS: 0.0398, MAE: 0.0398, RMSE: 0.0598, R2: 0.9435), PNorm: 136.1999, GNorm: 0.7643
[195/299] timecost: 62.78, lr: 0.000022, Train: (LOSS: 0.0133, MAE: 0.0133, RMSE: 0.0208, R2: 0.9924), Valid: (LOSS: 0.0410, MAE: 0.0410, RMSE: 0.0606, R2: 0.9420), PNorm: 136.1207, GNorm: 1.2252
[196/299] timecost: 62.86, lr: 0.000022, Train: (LOSS: 0.0133, MAE: 0.0133, RMSE: 0.0205, R2: 0.9925), Valid: (LOSS: 0.0403, MAE: 0.0403, RMSE: 0.0598, R2: 0.9453), PNorm: 136.0429, GNorm: 0.9393
[197/299] timecost: 62.74, lr: 0.000022, Train: (LOSS: 0.0128, MAE: 0.0128, RMSE: 0.0205, R2: 0.9927), Valid: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0592, R2: 0.9453), PNorm: 135.9654, GNorm: 1.1702
[198/299] timecost: 62.98, lr: 0.000022, Train: (LOSS: 0.0122, MAE: 0.0122, RMSE: 0.0193, R2: 0.9936), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0618, R2: 0.9401), PNorm: 135.8882, GNorm: 0.8706
