cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 61.96, lr: 0.000100, Train: (LOSS: 0.2103, MAE: 0.2103, RMSE: 0.2594, R2: 0.0487), Valid: (LOSS: 0.1752, MAE: 0.1752, RMSE: 0.2354, R2: 0.2147), PNorm: 187.0349, GNorm: 0.5000
[99/299] timecost: 59.45, lr: 0.000072, Train: (LOSS: 0.0183, MAE: 0.0183, RMSE: 0.0315, R2: 0.9824), Valid: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0674, R2: 0.9246), PNorm: 188.4668, GNorm: 0.5000
[100/299] timecost: 59.27, lr: 0.000072, Train: (LOSS: 0.0178, MAE: 0.0178, RMSE: 0.0313, R2: 0.9817), Valid: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0678, R2: 0.9240), PNorm: 188.4732, GNorm: 0.4385
[101/299] timecost: 58.87, lr: 0.000072, Train: (LOSS: 0.0176, MAE: 0.0176, RMSE: 0.0312, R2: 0.9829), Valid: (LOSS: 0.0389, MAE: 0.0389, RMSE: 0.0669, R2: 0.9293), PNorm: 188.4796, GNorm: 0.4365
[102/299] timecost: 59.39, lr: 0.000072, Train: (LOSS: 0.0174, MAE: 0.0174, RMSE: 0.0303, R2: 0.9815), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0696, R2: 0.9210), PNorm: 188.4847, GNorm: 0.4347
[103/299] timecost: 58.70, lr: 0.000072, Train: (LOSS: 0.0172, MAE: 0.0172, RMSE: 0.0305, R2: 0.9827), Valid: (LOSS: 0.0427, MAE: 0.0427, RMSE: 0.0740, R2: 0.9097), PNorm: 188.4940, GNorm: 0.5000
[104/299] timecost: 58.84, lr: 0.000072, Train: (LOSS: 0.0166, MAE: 0.0166, RMSE: 0.0299, R2: 0.9833), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0709, R2: 0.9174), PNorm: 188.5019, GNorm: 0.5000
[105/299] timecost: 59.22, lr: 0.000072, Train: (LOSS: 0.0173, MAE: 0.0173, RMSE: 0.0304, R2: 0.9830), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0730, R2: 0.9128), PNorm: 188.5090, GNorm: 0.5000
[106/299] timecost: 59.46, lr: 0.000072, Train: (LOSS: 0.0170, MAE: 0.0170, RMSE: 0.0300, R2: 0.9819), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0750, R2: 0.9088), PNorm: 188.5157, GNorm: 0.4527
[107/299] timecost: 59.17, lr: 0.000072, Train: (LOSS: 0.0172, MAE: 0.0172, RMSE: 0.0297, R2: 0.9845), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0755, R2: 0.9038), PNorm: 188.5239, GNorm: 0.3234
[108/299] timecost: 59.37, lr: 0.000072, Train: (LOSS: 0.0167, MAE: 0.0167, RMSE: 0.0295, R2: 0.9833), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0711, R2: 0.9160), PNorm: 188.5288, GNorm: 0.3786
[109/299] timecost: 59.41, lr: 0.000072, Train: (LOSS: 0.0163, MAE: 0.0163, RMSE: 0.0292, R2: 0.9828), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0676, R2: 0.9239), PNorm: 188.5358, GNorm: 0.5000
[110/299] timecost: 60.21, lr: 0.000072, Train: (LOSS: 0.0167, MAE: 0.0167, RMSE: 0.0291, R2: 0.9833), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0718, R2: 0.9157), PNorm: 188.5454, GNorm: 0.5000
[111/299] timecost: 58.68, lr: 0.000072, Train: (LOSS: 0.0168, MAE: 0.0168, RMSE: 0.0297, R2: 0.9835), Valid: (LOSS: 0.0419, MAE: 0.0419, RMSE: 0.0694, R2: 0.9202), PNorm: 188.5513, GNorm: 0.3918
[112/299] timecost: 60.08, lr: 0.000072, Train: (LOSS: 0.0166, MAE: 0.0166, RMSE: 0.0296, R2: 0.9843), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0700, R2: 0.9194), PNorm: 188.5599, GNorm: 0.4601
[113/299] timecost: 60.57, lr: 0.000072, Train: (LOSS: 0.0162, MAE: 0.0162, RMSE: 0.0285, R2: 0.9854), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0705, R2: 0.9167), PNorm: 188.5678, GNorm: 0.5000
[114/299] timecost: 60.74, lr: 0.000072, Train: (LOSS: 0.0157, MAE: 0.0157, RMSE: 0.0278, R2: 0.9849), Valid: (LOSS: 0.0389, MAE: 0.0389, RMSE: 0.0656, R2: 0.9293), PNorm: 188.5757, GNorm: 0.3810
[115/299] timecost: 60.70, lr: 0.000072, Train: (LOSS: 0.0159, MAE: 0.0159, RMSE: 0.0278, R2: 0.9852), Valid: (LOSS: 0.0403, MAE: 0.0403, RMSE: 0.0663, R2: 0.9291), PNorm: 188.5833, GNorm: 0.4218
[116/299] timecost: 60.83, lr: 0.000072, Train: (LOSS: 0.0161, MAE: 0.0161, RMSE: 0.0274, R2: 0.9864), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0700, R2: 0.9223), PNorm: 188.5914, GNorm: 0.3657
Epoch 00118: reducing learning rate of group 0 to 6.1413e-05.
[117/299] timecost: 59.66, lr: 0.000061, Train: (LOSS: 0.0166, MAE: 0.0166, RMSE: 0.0292, R2: 0.9851), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0671, R2: 0.9235), PNorm: 188.5996, GNorm: 0.5000
[118/299] timecost: 58.40, lr: 0.000061, Train: (LOSS: 0.0149, MAE: 0.0149, RMSE: 0.0266, R2: 0.9869), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0684, R2: 0.9209), PNorm: 188.6063, GNorm: 0.4228
[119/299] timecost: 58.63, lr: 0.000061, Train: (LOSS: 0.0148, MAE: 0.0148, RMSE: 0.0270, R2: 0.9855), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0656, R2: 0.9307), PNorm: 188.6127, GNorm: 0.5000
[120/299] timecost: 58.75, lr: 0.000061, Train: (LOSS: 0.0145, MAE: 0.0145, RMSE: 0.0257, R2: 0.9877), Valid: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0611, R2: 0.9403), PNorm: 188.6189, GNorm: 0.4074
[121/299] timecost: 58.62, lr: 0.000061, Train: (LOSS: 0.0145, MAE: 0.0145, RMSE: 0.0262, R2: 0.9876), Valid: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0685, R2: 0.9237), PNorm: 188.6233, GNorm: 0.4576
[122/299] timecost: 58.63, lr: 0.000061, Train: (LOSS: 0.0141, MAE: 0.0141, RMSE: 0.0249, R2: 0.9878), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0676, R2: 0.9220), PNorm: 188.6296, GNorm: 0.5000
[123/299] timecost: 59.11, lr: 0.000061, Train: (LOSS: 0.0146, MAE: 0.0146, RMSE: 0.0247, R2: 0.9877), Valid: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0676, R2: 0.9239), PNorm: 188.6362, GNorm: 0.5000
[124/299] timecost: 59.89, lr: 0.000061, Train: (LOSS: 0.0135, MAE: 0.0135, RMSE: 0.0238, R2: 0.9892), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0675, R2: 0.9238), PNorm: 188.6421, GNorm: 0.4543
[125/299] timecost: 60.57, lr: 0.000061, Train: (LOSS: 0.0143, MAE: 0.0143, RMSE: 0.0246, R2: 0.9887), Valid: (LOSS: 0.0407, MAE: 0.0407, RMSE: 0.0662, R2: 0.9273), PNorm: 188.6476, GNorm: 0.5000
[126/299] timecost: 60.92, lr: 0.000061, Train: (LOSS: 0.0135, MAE: 0.0135, RMSE: 0.0240, R2: 0.9890), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0668, R2: 0.9253), PNorm: 188.6537, GNorm: 0.5000
[127/299] timecost: 60.62, lr: 0.000061, Train: (LOSS: 0.0136, MAE: 0.0136, RMSE: 0.0234, R2: 0.9895), Valid: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0635, R2: 0.9324), PNorm: 188.6584, GNorm: 0.5000
[128/299] timecost: 61.10, lr: 0.000061, Train: (LOSS: 0.0137, MAE: 0.0137, RMSE: 0.0236, R2: 0.9896), Valid: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0601, R2: 0.9436), PNorm: 188.6678, GNorm: 0.4422
[129/299] timecost: 61.80, lr: 0.000061, Train: (LOSS: 0.0136, MAE: 0.0136, RMSE: 0.0234, R2: 0.9895), Valid: (LOSS: 0.0412, MAE: 0.0412, RMSE: 0.0682, R2: 0.9230), PNorm: 188.6728, GNorm: 0.4875
[130/299] timecost: 63.16, lr: 0.000061, Train: (LOSS: 0.0136, MAE: 0.0136, RMSE: 0.0237, R2: 0.9894), Valid: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0588, R2: 0.9449), PNorm: 188.6797, GNorm: 0.3887
[131/299] timecost: 59.33, lr: 0.000061, Train: (LOSS: 0.0138, MAE: 0.0138, RMSE: 0.0233, R2: 0.9900), Valid: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0649, R2: 0.9287), PNorm: 188.6887, GNorm: 0.4011
[132/299] timecost: 59.89, lr: 0.000061, Train: (LOSS: 0.0130, MAE: 0.0130, RMSE: 0.0225, R2: 0.9903), Valid: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0654, R2: 0.9288), PNorm: 188.6946, GNorm: 0.5000
[133/299] timecost: 59.71, lr: 0.000061, Train: (LOSS: 0.0134, MAE: 0.0134, RMSE: 0.0230, R2: 0.9895), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0660, R2: 0.9251), PNorm: 188.6998, GNorm: 0.5000
[134/299] timecost: 59.57, lr: 0.000061, Train: (LOSS: 0.0132, MAE: 0.0132, RMSE: 0.0226, R2: 0.9902), Valid: (LOSS: 0.0375, MAE: 0.0375, RMSE: 0.0616, R2: 0.9364), PNorm: 188.7065, GNorm: 0.3354
[135/299] timecost: 59.23, lr: 0.000061, Train: (LOSS: 0.0131, MAE: 0.0131, RMSE: 0.0223, R2: 0.9905), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0652, R2: 0.9291), PNorm: 188.7131, GNorm: 0.4410
[136/299] timecost: 59.67, lr: 0.000061, Train: (LOSS: 0.0132, MAE: 0.0132, RMSE: 0.0222, R2: 0.9914), Valid: (LOSS: 0.0389, MAE: 0.0389, RMSE: 0.0641, R2: 0.9315), PNorm: 188.7178, GNorm: 0.4522
[137/299] timecost: 60.49, lr: 0.000061, Train: (LOSS: 0.0128, MAE: 0.0128, RMSE: 0.0219, R2: 0.9914), Valid: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0599, R2: 0.9423), PNorm: 188.7255, GNorm: 0.4049
[138/299] timecost: 60.30, lr: 0.000061, Train: (LOSS: 0.0124, MAE: 0.0124, RMSE: 0.0213, R2: 0.9913), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0663, R2: 0.9271), PNorm: 188.7327, GNorm: 0.4642
[139/299] timecost: 60.50, lr: 0.000061, Train: (LOSS: 0.0126, MAE: 0.0126, RMSE: 0.0211, R2: 0.9917), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0635, R2: 0.9318), PNorm: 188.7379, GNorm: 0.4277
[140/299] timecost: 61.15, lr: 0.000061, Train: (LOSS: 0.0129, MAE: 0.0129, RMSE: 0.0217, R2: 0.9909), Valid: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0637, R2: 0.9342), PNorm: 188.7455, GNorm: 0.3852
[141/299] timecost: 62.04, lr: 0.000061, Train: (LOSS: 0.0130, MAE: 0.0130, RMSE: 0.0217, R2: 0.9917), Valid: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0619, R2: 0.9366), PNorm: 188.7515, GNorm: 0.5000
[142/299] timecost: 62.04, lr: 0.000061, Train: (LOSS: 0.0125, MAE: 0.0125, RMSE: 0.0209, R2: 0.9919), Valid: (LOSS: 0.0375, MAE: 0.0375, RMSE: 0.0619, R2: 0.9347), PNorm: 188.7594, GNorm: 0.4470
[143/299] timecost: 62.32, lr: 0.000061, Train: (LOSS: 0.0123, MAE: 0.0123, RMSE: 0.0208, R2: 0.9922), Valid: (LOSS: 0.0355, MAE: 0.0355, RMSE: 0.0565, R2: 0.9491), PNorm: 188.7641, GNorm: 0.4184
[144/299] timecost: 62.28, lr: 0.000061, Train: (LOSS: 0.0118, MAE: 0.0118, RMSE: 0.0199, R2: 0.9929), Valid: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0573, R2: 0.9475), PNorm: 188.7719, GNorm: 0.4174
[145/299] timecost: 62.07, lr: 0.000061, Train: (LOSS: 0.0118, MAE: 0.0118, RMSE: 0.0192, R2: 0.9934), Valid: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0569, R2: 0.9484), PNorm: 188.7802, GNorm: 0.5000
[146/299] timecost: 62.42, lr: 0.000061, Train: (LOSS: 0.0127, MAE: 0.0127, RMSE: 0.0209, R2: 0.9917), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0593, R2: 0.9436), PNorm: 188.7858, GNorm: 0.4226
[147/299] timecost: 62.09, lr: 0.000061, Train: (LOSS: 0.0119, MAE: 0.0119, RMSE: 0.0191, R2: 0.9924), Valid: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0593, R2: 0.9397), PNorm: 188.7937, GNorm: 0.4075
[148/299] timecost: 62.32, lr: 0.000061, Train: (LOSS: 0.0115, MAE: 0.0115, RMSE: 0.0193, R2: 0.9922), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0561, R2: 0.9501), PNorm: 188.7987, GNorm: 0.4242
[149/299] timecost: 62.66, lr: 0.000061, Train: (LOSS: 0.0115, MAE: 0.0115, RMSE: 0.0188, R2: 0.9927), Valid: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0574, R2: 0.9471), PNorm: 188.8037, GNorm: 0.4674
[150/299] timecost: 62.14, lr: 0.000061, Train: (LOSS: 0.0115, MAE: 0.0115, RMSE: 0.0188, R2: 0.9929), Valid: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0565, R2: 0.9486), PNorm: 188.8095, GNorm: 0.4737
[151/299] timecost: 62.38, lr: 0.000061, Train: (LOSS: 0.0112, MAE: 0.0112, RMSE: 0.0185, R2: 0.9936), Valid: (LOSS: 0.0355, MAE: 0.0355, RMSE: 0.0565, R2: 0.9496), PNorm: 188.8160, GNorm: 0.3526
[152/299] timecost: 62.06, lr: 0.000061, Train: (LOSS: 0.0109, MAE: 0.0109, RMSE: 0.0178, R2: 0.9934), Valid: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0571, R2: 0.9487), PNorm: 188.8199, GNorm: 0.4446
[153/299] timecost: 61.88, lr: 0.000061, Train: (LOSS: 0.0114, MAE: 0.0114, RMSE: 0.0185, R2: 0.9934), Valid: (LOSS: 0.0363, MAE: 0.0363, RMSE: 0.0584, R2: 0.9457), PNorm: 188.8259, GNorm: 0.4243
[154/299] timecost: 62.30, lr: 0.000061, Train: (LOSS: 0.0107, MAE: 0.0107, RMSE: 0.0178, R2: 0.9931), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0575, R2: 0.9471), PNorm: 188.8329, GNorm: 0.5000
[155/299] timecost: 62.19, lr: 0.000061, Train: (LOSS: 0.0108, MAE: 0.0108, RMSE: 0.0173, R2: 0.9943), Valid: (LOSS: 0.0350, MAE: 0.0350, RMSE: 0.0539, R2: 0.9546), PNorm: 188.8379, GNorm: 0.5000
[156/299] timecost: 61.82, lr: 0.000061, Train: (LOSS: 0.0116, MAE: 0.0116, RMSE: 0.0183, R2: 0.9934), Valid: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0562, R2: 0.9499), PNorm: 188.8432, GNorm: 0.4064
[157/299] timecost: 61.59, lr: 0.000061, Train: (LOSS: 0.0107, MAE: 0.0107, RMSE: 0.0177, R2: 0.9933), Valid: (LOSS: 0.0350, MAE: 0.0350, RMSE: 0.0546, R2: 0.9524), PNorm: 188.8485, GNorm: 0.3995
[158/299] timecost: 62.34, lr: 0.000061, Train: (LOSS: 0.0107, MAE: 0.0107, RMSE: 0.0171, R2: 0.9933), Valid: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0545, R2: 0.9530), PNorm: 188.8529, GNorm: 0.3362
[159/299] timecost: 62.03, lr: 0.000061, Train: (LOSS: 0.0102, MAE: 0.0102, RMSE: 0.0166, R2: 0.9942), Valid: (LOSS: 0.0361, MAE: 0.0361, RMSE: 0.0558, R2: 0.9492), PNorm: 188.8594, GNorm: 0.3631
[160/299] timecost: 60.86, lr: 0.000061, Train: (LOSS: 0.0101, MAE: 0.0101, RMSE: 0.0166, R2: 0.9939), Valid: (LOSS: 0.0352, MAE: 0.0352, RMSE: 0.0551, R2: 0.9523), PNorm: 188.8652, GNorm: 0.5000
[161/299] timecost: 58.83, lr: 0.000061, Train: (LOSS: 0.0108, MAE: 0.0108, RMSE: 0.0173, R2: 0.9941), Valid: (LOSS: 0.0349, MAE: 0.0349, RMSE: 0.0551, R2: 0.9518), PNorm: 188.8708, GNorm: 0.5000
[162/299] timecost: 59.05, lr: 0.000061, Train: (LOSS: 0.0104, MAE: 0.0104, RMSE: 0.0169, R2: 0.9945), Valid: (LOSS: 0.0368, MAE: 0.0368, RMSE: 0.0567, R2: 0.9496), PNorm: 188.8750, GNorm: 0.3465
[163/299] timecost: 58.97, lr: 0.000061, Train: (LOSS: 0.0109, MAE: 0.0109, RMSE: 0.0173, R2: 0.9936), Valid: (LOSS: 0.0340, MAE: 0.0340, RMSE: 0.0519, R2: 0.9574), PNorm: 188.8820, GNorm: 0.4058
[164/299] timecost: 58.76, lr: 0.000061, Train: (LOSS: 0.0108, MAE: 0.0108, RMSE: 0.0172, R2: 0.9936), Valid: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0545, R2: 0.9532), PNorm: 188.8889, GNorm: 0.4495
[165/299] timecost: 59.22, lr: 0.000061, Train: (LOSS: 0.0105, MAE: 0.0105, RMSE: 0.0170, R2: 0.9941), Valid: (LOSS: 0.0359, MAE: 0.0359, RMSE: 0.0559, R2: 0.9515), PNorm: 188.8937, GNorm: 0.3690
[166/299] timecost: 58.88, lr: 0.000061, Train: (LOSS: 0.0105, MAE: 0.0105, RMSE: 0.0167, R2: 0.9944), Valid: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0572, R2: 0.9490), PNorm: 188.9012, GNorm: 0.4313
[167/299] timecost: 60.62, lr: 0.000061, Train: (LOSS: 0.0108, MAE: 0.0108, RMSE: 0.0171, R2: 0.9946), Valid: (LOSS: 0.0353, MAE: 0.0353, RMSE: 0.0542, R2: 0.9539), PNorm: 188.9061, GNorm: 0.4283
[168/299] timecost: 64.02, lr: 0.000061, Train: (LOSS: 0.0105, MAE: 0.0105, RMSE: 0.0169, R2: 0.9944), Valid: (LOSS: 0.0375, MAE: 0.0375, RMSE: 0.0592, R2: 0.9435), PNorm: 188.9122, GNorm: 0.5000
[169/299] timecost: 63.70, lr: 0.000061, Train: (LOSS: 0.0104, MAE: 0.0104, RMSE: 0.0172, R2: 0.9939), Valid: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0562, R2: 0.9511), PNorm: 188.9189, GNorm: 0.3602
[170/299] timecost: 64.22, lr: 0.000061, Train: (LOSS: 0.0103, MAE: 0.0103, RMSE: 0.0165, R2: 0.9945), Valid: (LOSS: 0.0353, MAE: 0.0353, RMSE: 0.0554, R2: 0.9523), PNorm: 188.9251, GNorm: 0.3814
[171/299] timecost: 64.56, lr: 0.000061, Train: (LOSS: 0.0100, MAE: 0.0100, RMSE: 0.0161, R2: 0.9946), Valid: (LOSS: 0.0349, MAE: 0.0349, RMSE: 0.0541, R2: 0.9549), PNorm: 188.9310, GNorm: 0.4502
[172/299] timecost: 63.82, lr: 0.000061, Train: (LOSS: 0.0100, MAE: 0.0100, RMSE: 0.0163, R2: 0.9943), Valid: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0526, R2: 0.9572), PNorm: 188.9357, GNorm: 0.4609
[173/299] timecost: 63.50, lr: 0.000061, Train: (LOSS: 0.0100, MAE: 0.0100, RMSE: 0.0159, R2: 0.9950), Valid: (LOSS: 0.0359, MAE: 0.0359, RMSE: 0.0562, R2: 0.9503), PNorm: 188.9407, GNorm: 0.4033
[174/299] timecost: 63.57, lr: 0.000061, Train: (LOSS: 0.0103, MAE: 0.0103, RMSE: 0.0168, R2: 0.9942), Valid: (LOSS: 0.0354, MAE: 0.0354, RMSE: 0.0564, R2: 0.9502), PNorm: 188.9451, GNorm: 0.5000
[175/299] timecost: 63.84, lr: 0.000061, Train: (LOSS: 0.0101, MAE: 0.0101, RMSE: 0.0161, R2: 0.9946), Valid: (LOSS: 0.0349, MAE: 0.0349, RMSE: 0.0539, R2: 0.9539), PNorm: 188.9525, GNorm: 0.4277
[176/299] timecost: 62.45, lr: 0.000061, Train: (LOSS: 0.0098, MAE: 0.0098, RMSE: 0.0159, R2: 0.9949), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0555, R2: 0.9513), PNorm: 188.9595, GNorm: 0.4563
[177/299] timecost: 60.14, lr: 0.000061, Train: (LOSS: 0.0096, MAE: 0.0096, RMSE: 0.0155, R2: 0.9952), Valid: (LOSS: 0.0359, MAE: 0.0359, RMSE: 0.0565, R2: 0.9499), PNorm: 188.9637, GNorm: 0.4696
[178/299] timecost: 59.71, lr: 0.000061, Train: (LOSS: 0.0097, MAE: 0.0097, RMSE: 0.0157, R2: 0.9943), Valid: (LOSS: 0.0361, MAE: 0.0361, RMSE: 0.0562, R2: 0.9502), PNorm: 188.9693, GNorm: 0.4504
Epoch 00180: reducing learning rate of group 0 to 5.2201e-05.
[179/299] timecost: 60.19, lr: 0.000052, Train: (LOSS: 0.0097, MAE: 0.0097, RMSE: 0.0157, R2: 0.9948), Valid: (LOSS: 0.0350, MAE: 0.0350, RMSE: 0.0554, R2: 0.9513), PNorm: 188.9737, GNorm: 0.4654
[180/299] timecost: 60.75, lr: 0.000052, Train: (LOSS: 0.0091, MAE: 0.0091, RMSE: 0.0148, R2: 0.9955), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0568, R2: 0.9494), PNorm: 188.9777, GNorm: 0.4034
[181/299] timecost: 62.11, lr: 0.000052, Train: (LOSS: 0.0091, MAE: 0.0091, RMSE: 0.0149, R2: 0.9953), Valid: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0554, R2: 0.9515), PNorm: 188.9816, GNorm: 0.3863
[182/299] timecost: 62.34, lr: 0.000052, Train: (LOSS: 0.0087, MAE: 0.0087, RMSE: 0.0143, R2: 0.9954), Valid: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0548, R2: 0.9536), PNorm: 188.9865, GNorm: 0.4743
[183/299] timecost: 62.68, lr: 0.000052, Train: (LOSS: 0.0084, MAE: 0.0084, RMSE: 0.0139, R2: 0.9957), Valid: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0558, R2: 0.9517), PNorm: 188.9893, GNorm: 0.4267
[184/299] timecost: 62.25, lr: 0.000052, Train: (LOSS: 0.0084, MAE: 0.0084, RMSE: 0.0139, R2: 0.9952), Valid: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0566, R2: 0.9491), PNorm: 188.9933, GNorm: 0.3650
[185/299] timecost: 61.88, lr: 0.000052, Train: (LOSS: 0.0086, MAE: 0.0086, RMSE: 0.0144, R2: 0.9955), Valid: (LOSS: 0.0355, MAE: 0.0355, RMSE: 0.0556, R2: 0.9513), PNorm: 188.9963, GNorm: 0.4868
[186/299] timecost: 62.75, lr: 0.000052, Train: (LOSS: 0.0082, MAE: 0.0082, RMSE: 0.0138, R2: 0.9955), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0573, R2: 0.9486), PNorm: 189.0007, GNorm: 0.3662
[187/299] timecost: 62.05, lr: 0.000052, Train: (LOSS: 0.0083, MAE: 0.0083, RMSE: 0.0140, R2: 0.9955), Valid: (LOSS: 0.0361, MAE: 0.0361, RMSE: 0.0561, R2: 0.9506), PNorm: 189.0023, GNorm: 0.4420
[188/299] timecost: 62.09, lr: 0.000052, Train: (LOSS: 0.0086, MAE: 0.0086, RMSE: 0.0141, R2: 0.9951), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0575, R2: 0.9481), PNorm: 189.0074, GNorm: 0.5000
[189/299] timecost: 62.28, lr: 0.000052, Train: (LOSS: 0.0084, MAE: 0.0084, RMSE: 0.0137, R2: 0.9952), Valid: (LOSS: 0.0358, MAE: 0.0358, RMSE: 0.0552, R2: 0.9527), PNorm: 189.0124, GNorm: 0.5000
[190/299] timecost: 62.37, lr: 0.000052, Train: (LOSS: 0.0083, MAE: 0.0083, RMSE: 0.0136, R2: 0.9952), Valid: (LOSS: 0.0355, MAE: 0.0355, RMSE: 0.0549, R2: 0.9513), PNorm: 189.0145, GNorm: 0.3932
[191/299] timecost: 62.17, lr: 0.000052, Train: (LOSS: 0.0086, MAE: 0.0086, RMSE: 0.0140, R2: 0.9957), Valid: (LOSS: 0.0350, MAE: 0.0350, RMSE: 0.0544, R2: 0.9533), PNorm: 189.0205, GNorm: 0.3815
[192/299] timecost: 61.52, lr: 0.000052, Train: (LOSS: 0.0084, MAE: 0.0084, RMSE: 0.0137, R2: 0.9958), Valid: (LOSS: 0.0355, MAE: 0.0355, RMSE: 0.0558, R2: 0.9505), PNorm: 189.0245, GNorm: 0.3826
[193/299] timecost: 61.62, lr: 0.000052, Train: (LOSS: 0.0080, MAE: 0.0080, RMSE: 0.0136, R2: 0.9957), Valid: (LOSS: 0.0361, MAE: 0.0361, RMSE: 0.0571, R2: 0.9484), PNorm: 189.0271, GNorm: 0.4374
[194/299] timecost: 61.71, lr: 0.000052, Train: (LOSS: 0.0081, MAE: 0.0081, RMSE: 0.0135, R2: 0.9954), Valid: (LOSS: 0.0357, MAE: 0.0357, RMSE: 0.0557, R2: 0.9518), PNorm: 189.0319, GNorm: 0.4513
Epoch 00196: reducing learning rate of group 0 to 4.4371e-05.
[195/299] timecost: 61.89, lr: 0.000044, Train: (LOSS: 0.0080, MAE: 0.0080, RMSE: 0.0135, R2: 0.9959), Valid: (LOSS: 0.0355, MAE: 0.0355, RMSE: 0.0558, R2: 0.9509), PNorm: 189.0356, GNorm: 0.4477
[196/299] timecost: 62.03, lr: 0.000044, Train: (LOSS: 0.0076, MAE: 0.0076, RMSE: 0.0128, R2: 0.9961), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0556, R2: 0.9518), PNorm: 189.0383, GNorm: 0.4796
[197/299] timecost: 62.05, lr: 0.000044, Train: (LOSS: 0.0074, MAE: 0.0074, RMSE: 0.0125, R2: 0.9961), Valid: (LOSS: 0.0348, MAE: 0.0348, RMSE: 0.0544, R2: 0.9529), PNorm: 189.0404, GNorm: 0.5000
[198/299] timecost: 61.60, lr: 0.000044, Train: (LOSS: 0.0075, MAE: 0.0075, RMSE: 0.0126, R2: 0.9959), Valid: (LOSS: 0.0361, MAE: 0.0361, RMSE: 0.0567, R2: 0.9497), PNorm: 189.0439, GNorm: 0.5000
