,r,a,p,target,t5,Our,label
812,CN1CCN(c2cccc3c2C[C@H](N)CO3)CC1.COc1ccc(C(=O)O)c(OC)c1,CCN(CC)CC.ClCCl.O=S(Cl)Cl,COc1ccc(C(=O)N[C@@H]2COc3cccc(N4CCN(C)CC4)c3C2)c(OC)c1,70.9000015258789,52.796165466308594,55.10150909423828,7
813,NCc1ccccn1.O=C(O)c1ccc(N2CCC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1[N+](=O)[O-],CCN=C=NCCCN(C)C.CN(C)C=O.Cl.O.O.On1nnc2ccccc21,O=C(NCc1ccccn1)c1ccc(N2CCC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1[N+](=O)[O-],54.400001525878906,80.84194946289062,64.90892791748047,7
814,CCOC(=O)C1CCOc2cc(Oc3ccc(C(=O)O)cc3)c(Cl)cc21.NCCc1ccc(Cl)cc1Br,CCN=C=NCCCN(C)C.CN(C)C=O.Cl.O.O.On1nnc2ccccc21,CCOC(=O)C1CCOc2cc(Oc3ccc(C(=O)NCCc4ccc(Cl)cc4Br)cc3)c(Cl)cc21,57.900001525878906,84.00931549072266,78.86515808105469,7
815,COc1cccc(CCN)c1.O=C(O)c1ccc(OCc2ccccc2)cc1,CCN=C=NCCCN(C)C.Cl.ClCCl.O.On1nnc2ccccc21,COc1cccc(CCNC(=O)c2ccc(OCc3ccccc3)cc2)c1,98.8000030517578,93.6045913696289,77.03792572021484,7
816,CC(C)(C)N.O=C(O)c1ccc(Cl)cc1F,CCN=C=NCCCN(C)C.Cl.ClCCl.O.On1nnc2ccccc21,CC(C)(C)NC(=O)c1ccc(Cl)cc1F,96.0,89.67333221435547,84.10186767578125,7
817,CCN(CC)CCCNc1nc(-c2cc(C(=O)O)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1.NCC(F)(F)F,CN(C)C(On1nnc2ccccc21)=[N+](C)C.ClCCl.F[P-](F)(F)(F)(F)F,CCN(CC)CCCNc1nc(-c2cc(C(=O)NCC(F)(F)F)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1,81.5,57.557403564453125,50.95087432861328,7
818,CC(C)(C)CN.CCN(CC)CCCNc1nc(-c2cc(C(=O)O)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1,CN(C)C(On1nnc2ccccc21)=[N+](C)C.ClCCl.F[P-](F)(F)(F)(F)F,CCN(CC)CCCNc1nc(-c2cc(C(=O)NCC(C)(C)C)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1,87.5999984741211,56.515384674072266,41.74090576171875,7
819,CN.Nc1ccc(C(=O)O)c2c1OCCO2,CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.Cl.F[P-](F)(F)(F)(F)F,CNC(=O)c1ccc(N)c2c1OCCO2,88.0,30.546918869018555,44.616424560546875,7
820,NCCc1c[nH]c2ccc(Cl)cc12.O=C(O)c1cccc(Oc2ccccc2)c1,CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.Cl.F[P-](F)(F)(F)(F)F,O=C(NCCc1c[nH]c2ccc(Cl)cc12)c1cccc(Oc2ccccc2)c1,18.799999237060547,25.44153594970703,52.326194763183594,7
821,CCCCCCCCCCCCc1ccc(C(=O)O)cc1.N#CC1(N)CC1,Cl,CCCCCCCCCCCCc1ccc(C(=O)NC2(C#N)CC2)cc1,37.5,44.48386764526367,69.49662780761719,7
822,COc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1C(=O)O.Cc1noc([C@H](N)Cc2ccc(-c3ccc(F)c(Cl)c3)cc2)n1,Cl,COc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1C(=O)N[C@H](Cc1ccc(-c2ccc(F)c(Cl)c2)cc1)c1nc(C)no1,69.69999694824219,60.73794937133789,76.20037078857422,7
823,COC(=O)c1cc(C(=O)O)cc(C)n1.Cc1cc(C(C)N)cnc1OCC(F)(F)F,Cl,COC(=O)c1cc(C(=O)NC(C)c2cnc(OCC(F)(F)F)c(C)c2)cc(C)n1,72.0,34.97695541381836,65.231689453125,7
824,BrCc1ccccc1.CC(C)(C)OC(=O)N1[C@@H](CCO)COC1(C)C,C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.[H-].[I-].[Na+],CC(C)(C)OC(=O)N1[C@@H](CCOCc2ccccc2)COC1(C)C,73.0,59.136600494384766,79.6413803100586,132
825,Fc1ccc(CBr)cc1.O[C@H]1C[C@H]2CN(c3ccc(Cl)cn3)CCN2C1,C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.[H-].[I-].[Na+],Fc1ccc(CO[C@H]2C[C@H]3CN(c4ccc(Cl)cn4)CCN3C2)cc1,41.0,53.34084701538086,74.94778442382812,132
826,BrCc1ccccc1.COc1cccc(CCCO)c1OC,C1CCOC1.[H-].[Na+],COc1cccc(CCCOCc2ccccc2)c1OC,77.0999984741211,66.21479034423828,82.75627899169922,132
827,CCN(CCO)c1ccccc1.O=C(c1ccccc1)c1ccc(CBr)cc1,C1CCOC1.[H-].[Na+],CCN(CCOCc1ccc(C(=O)c2ccccc2)cc1)c1ccccc1,79.5999984741211,70.98475646972656,65.83628845214844,132
828,FC(F)(F)Sc1ccc(CBr)cc1.OCc1ccc(SC(F)(F)F)cc1,C1CCOC1.[H-].[Na+],FC(F)(F)Sc1ccc(COCc2ccc(SC(F)(F)F)cc2)cc1,86.0999984741211,77.59101867675781,74.30127716064453,132
829,BrCc1ccccc1.COCCOCn1c(Cl)nc2cc(CO)ccc21,CN(C)C=O.O.[H-].[Na+],COCCOCn1c(Cl)nc2cc(COCc3ccccc3)ccc21,75.0,86.03506469726562,66.07813262939453,132
830,C[C@@H](O)C(F)(F)F.Fc1cccc(CBr)c1,CN(C)C=O.O.[H-].[Na+],C[C@@H](OCc1cccc(F)c1)C(F)(F)F,69.30000305175781,55.29948043823242,82.99457550048828,132
831,Fc1ccc(CBr)cc1.O[C@@H]1C[C@H]2CN(c3ncc(F)cn3)CCN2C1,CN(C)C=O.O.[H-].[Na+],Fc1ccc(CO[C@@H]2C[C@H]3CN(c4ncc(F)cn4)CCN3C2)cc1,8.100000381469727,68.87560272216797,73.14929962158203,132
832,BrCc1ccccc1.OCCc1ccc2sccc2c1,CN(C)C=O.O.[H-].[Na+],c1ccc(COCCc2ccc3sccc3c2)cc1,72.19999694824219,91.82071685791016,77.92655944824219,132
833,C[C@@H](O)C(F)(F)F.Clc1cccc(CBr)c1,CN(C)C=O.O.[H-].[Na+],C[C@@H](OCc1cccc(Cl)c1)C(F)(F)F,85.0,58.16546249389648,82.53279876708984,132
834,BrCc1ccccc1.CN(C)C1=N[C@H]2[C@H](O[C@H]([C@@H](O)C3SCCCS3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)S1,CN(C)C=O.[H-].[Na+],CN(C)C1=N[C@H]2[C@H](O[C@H]([C@@H](OCc3ccccc3)C3SCCCS3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)S1,73.19999694824219,76.81556701660156,60.29150390625,132
835,CCCCCCc1cccc(-c2nc(CCCO)c(C(=O)N3CCC(N4CCCC4)CC3)n2C)c1.Fc1ccc(CBr)cc1,CN(C)C=O.[H-].[Na+],CCCCCCc1cccc(-c2nc(CCCOCc3ccc(F)cc3)c(C(=O)N3CCC(N4CCCC4)CC3)n2C)c1,25.799999237060547,75.48269653320312,60.097373962402344,132
836,BrCc1ccccc1.CS(=O)(=O)N1CC(CO)C(CO)C1,CN(C)C=O.[H-].[Na+],CS(=O)(=O)N1CC(CO)C(COCc2ccccc2)C1,58.5,29.810148239135746,66.08473205566406,132
837,CCOc1ccc(C(C)(C)CO)cc1.Fc1ccc(CBr)cc1Br,CN(C)C=O.[H-].[Na+],CCOc1ccc(C(C)(C)COCc2ccc(F)c(Br)c2)cc1,41.59999847412109,67.07887268066406,79.5202407836914,132
838,BrCc1ccccc1.O=C1c2ccccc2C(=O)N1CCO,CN(C)C=O.[H-].[Na+],O=C1c2ccccc2C(=O)N1CCOCc1ccccc1,65.30000305175781,44.76045608520508,66.62387084960938,132
839,CC(C)(C)N.O=S(=O)(Cl)c1cc(Cl)ccc1F,C1CCOC1,CC(C)(C)NS(=O)(=O)c1cc(Cl)ccc1F,95.0,95.21126556396484,80.96824645996094,43
840,CC(=O)N1CC(C)(C)c2cc(Br)c(S(=O)(=O)Cl)cc21.CN,C1CCOC1,CNS(=O)(=O)c1cc2c(cc1Br)C(C)(C)CN2C(C)=O,91.5,75.09552764892578,84.54849243164062,43
841,CC(C)(C)N.O=S(=O)(Cl)c1ccc(NS(=O)(=O)C(F)(F)F)c(Cl)c1,C1CCOC1,CC(C)(C)NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)F)c(Cl)c1,62.29999923706055,39.77375793457031,56.150169372558594,43
842,NCc1ccc(Br)s1.O=S(=O)(Cl)c1ccccc1Cl,CCN(C(C)C)C(C)C.ClCCl,O=S(=O)(NCc1ccc(Br)s1)c1ccccc1Cl,43.5,77.29948425292969,70.58319091796875,43
843,NCC1CCC(CN)CC1.O=S(=O)(Cl)c1ccc(F)cc1,CCN(C(C)C)C(C)C.ClCCl,NCC1CCC(CNS(=O)(=O)c2ccc(F)cc2)CC1,99.0999984741211,88.77737426757812,70.98088073730469,43
844,CN.Cc1cc(C(=O)O)ccc1S(=O)(=O)Cl,CCN(CC)CC,CNS(=O)(=O)c1ccc(C(=O)O)cc1C,87.0999984741211,89.69332885742188,83.09878540039062,43
845,CC(C)(C)OC(=O)N1CCC(CN)CC1.O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)Cl)c1Cl,CCN(CC)CC,CC(C)(C)OC(=O)N1CCC(CNS(=O)(=O)c2c(Cl)ccc([N+](=O)[O-])c2Cl)CC1,78.80000305175781,94.86833190917967,80.87287902832031,43
846,NCCCCCOc1cccc([N+](=O)[O-])c1.O=S(=O)(Cl)c1cccc2ccccc12,CCN(CC)CC.ClCCl,O=[N+]([O-])c1cccc(OCCCCCNS(=O)(=O)c2cccc3ccccc23)c1,96.9000015258789,88.6324234008789,68.27794647216797,43
847,NCCN1CCCC1.O=S(=O)(Cl)c1ccc2ccccc2c1,CCN(CC)CC.ClCCl,O=S(=O)(NCCN1CCCC1)c1ccc2ccccc2c1,68.0,62.4112434387207,72.62849426269531,43
848,NC1CCCC1.O=[N+]([O-])c1ccccc1S(=O)(=O)Cl,CCN(CC)CC.ClCCl,O=[N+]([O-])c1ccccc1S(=O)(=O)NC1CCCC1,82.69999694824219,82.54691314697266,89.0493392944336,43
849,COC(=O)[C@@H]1C[C@@H](N)CN1C(=O)OC(C)(C)C.O=S(=O)(Cl)c1ccc(Cl)cc1,CCN(CC)CC.ClCCl,COC(=O)[C@@H]1C[C@@H](NS(=O)(=O)c2ccc(Cl)cc2)CN1C(=O)OC(C)(C)C,88.19999694824219,90.07538604736328,86.26126861572266,43
850,NCc1cccnc1.O=S(=O)(Cl)c1ccc(Br)cc1,CCN(CC)CC.ClCCl,O=S(=O)(NCc1cccnc1)c1ccc(Br)cc1,94.0999984741211,66.05099487304688,68.78355407714844,43
851,NC1CN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1.O=S(=O)(Cl)c1ccc(F)cc1,CCN(CC)CC.ClCCl,O=S(=O)(NC1CN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1)c1ccc(F)cc1,38.70000076293945,50.92005920410156,66.40336608886719,43
852,NCC1CCN(C[C@H]2COc3ccc(Br)cc3O2)CC1.O=S(=O)(Cl)c1cccc(Cl)c1Cl,CCN(CC)CC.ClCCl,O=S(=O)(NCC1CCN(C[C@H]2COc3ccc(Br)cc3O2)CC1)c1cccc(Cl)c1Cl,99.1999969482422,51.30484771728516,64.2142562866211,43
853,CN.O=[N+]([O-])c1ccccc1S(=O)(=O)Cl,CCN(CC)CC.ClCCl.O,CNS(=O)(=O)c1ccccc1[N+](=O)[O-],88.0,79.5005874633789,91.9435043334961,43
854,NCCc1cccnc1.O=[N+]([O-])c1ccccc1S(=O)(=O)Cl,CCN(CC)CC.ClCCl.O,O=[N+]([O-])c1ccccc1S(=O)(=O)NCCc1cccnc1,32.900001525878906,33.13075256347656,74.07634735107422,43
855,COC(=O)COc1ccc(CCN)cc1F.O=S(=O)(Cl)c1ccc(Cl)cc1,CCOC(C)=O.Cl.O.O=C([O-])[O-].[K+].[K+],COC(=O)COc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1F,93.5999984741211,64.90177154541016,69.03060150146484,43
856,CCOC(=O)Cc1ccc2c(c1)CCC(N)C2.O=S(=O)(Cl)c1ccc(Cl)cc1,CCOC(C)=O.Cl.O.O=C([O-])[O-].[K+].[K+],CCOC(=O)Cc1ccc2c(c1)CCC(NS(=O)(=O)c1ccc(Cl)cc1)C2,83.30000305175781,80.50970458984375,78.9379653930664,43
857,Cc1n[nH]c(N)c1-c1nc2ccc(S(=O)(=O)Cl)cc2s1.NCC(F)(F)F,CN1CCOCC1.CO,Cc1n[nH]c(N)c1-c1nc2ccc(S(=O)(=O)NCC(F)(F)F)cc2s1,9.199999809265137,7.640369892120361,27.75876235961914,43
858,Cc1n[nH]c(N)c1-c1nc2ccc(S(=O)(=O)Cl)cc2s1.NCC1CC1,CN1CCOCC1.CO,Cc1n[nH]c(N)c1-c1nc2ccc(S(=O)(=O)NCC3CC3)cc2s1,22.899999618530277,15.763587951660156,25.820669174194336,43
859,CC(C)CN.O=S(=O)(Cl)c1ccc(Br)cc1,ClCCl,CC(C)CNS(=O)(=O)c1ccc(Br)cc1,27.200000762939453,46.62643814086914,91.04143524169922,43
860,NC1CC1.O=S(=O)(Cl)c1ccc(Br)cc1OC(F)(F)F,ClCCl,O=S(=O)(NC1CC1)c1ccc(Br)cc1OC(F)(F)F,67.69999694824219,91.63430786132812,88.49376678466797,43
861,COC(=O)c1cc(=O)n(CC=O)c2cc(OC)ccc12.NC1CCN(Cc2ccc3c(c2)OCCO3)CC1,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClC(Cl)Cl.O=C([O-])O.[Na+].[Na+],COC(=O)c1cc(=O)n(CCNC2CCN(Cc3ccc4c(c3)OCCO4)CC2)c2cc(OC)ccc12,70.5,64.23320007324219,67.08587646484375,167
862,COc1ccc2c(C)cc(=O)n(CC=O)c2c1.NC1CCN(Cc2ccc3c(c2)OCCO3)CC1,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClC(Cl)Cl.O=C([O-])O.[Na+].[Na+],COc1ccc2c(C)cc(=O)n(CCNC3CCN(Cc4ccc5c(c4)OCCO5)CC3)c2c1,62.400001525878906,78.22544860839844,61.06867218017578,167
863,NC1CCCc2cccnc21.O=CCCCN1C(=O)c2ccccc2C1=O,CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.[Na+],O=C1c2ccccc2C(=O)N1CCCCNC1CCCc2cccnc21,50.400001525878906,69.7741470336914,65.30086517333984,167
864,COc1ccnc2c1CCCC2N.O=CCCCN1C(=O)c2ccccc2C1=O,CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.[Na+],COc1ccnc2c1CCCC2NCCCCN1C(=O)c2ccccc2C1=O,54.20000076293945,61.87653350830078,54.62845993041992,167
865,CC(C)(C)OC(=O)N[C@H](C=O)CCCNC(=O)OCc1ccccc1.CC(C)[C@@H](N)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.[Na+],CC(C)[C@@H](NC[C@H](CCCNC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,76.0,88.46687316894531,65.7571792602539,167
866,CC(C)(C)C(N)c1nc(-c2cc(F)ccc2F)oc1Cc1ccccc1.O=C[C@@H]1CN(C(=O)OCc2ccccc2)C[C@@H]1F,CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.[Na+],CC(C)(C)C(NC[C@@H]1CN(C(=O)OCc2ccccc2)C[C@@H]1F)c1nc(-c2cc(F)ccc2F)oc1Cc1ccccc1,9.199999809265137,84.31106567382812,77.40875244140625,167
867,CC(C)(C)OC(=O)NCCCC[C@H](N)CO.CC(C)C=O,CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.[Na+],CC(C)CN[C@H](CO)CCCCNC(=O)OC(C)(C)C,31.0,91.591796875,76.57536315917969,167
868,CC(C)(C)OC(=O)N(CC=O)c1ccc(F)c(F)c1.CN1CCC(CN)(c2ccc(I)cc2)CC1,CO.[BH4-].[Na+],CN1CCC(CNCCN(C(=O)OC(C)(C)C)c2ccc(F)c(F)c2)(c2ccc(I)cc2)CC1,78.30000305175781,48.01535415649414,72.97885131835938,167
869,COc1cc(C(C#N)(CCC=O)C(C)C)cc(OC)c1OC.NCCCOc1ccccc1[N+](=O)[O-],CO.[BH4-].[Na+],COc1cc(C(C#N)(CCCNCCCOc2ccccc2[N+](=O)[O-])C(C)C)cc(OC)c1OC,52.79999923706055,86.83843231201172,85.99175262451172,167
870,C[C@H](N)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)OC(C)(C)C.NC(=O)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)O,C(=NC1CCCCC1)=NC1CCCCC1.CN(C)C=O.Oc1c(F)c(F)c(F)c(F)c1F,C[C@H](NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)OC(C)(C)C,89.0,74.79147338867188,67.35089874267578,84
871,C[C@H](N)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](COC(C)(C)C)C(=O)OC(C)(C)C.NC(=O)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)O,C(=NC1CCCCC1)=NC1CCCCC1.CN(C)C=O.Oc1c(F)c(F)c(F)c(F)c1F,C[C@H](NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](COC(C)(C)C)C(=O)OC(C)(C)C,80.5,80.93873596191406,67.28378295898438,84
872,CC(C)(C)OC(=O)N1CCC[C@@H](C(=O)O)C1.Cc1noc([C@@H](Cc2ccccc2)NC(=O)[C@H](N)Cc2ccc3ccccc3c2)n1,CCN(CC)CC.CCN=C=NCCCN(C)C.CN(C)C=O.Cl.Cl.O.On1nnc2ccccc21,Cc1noc([C@@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)n1,87.0,56.82093048095703,77.33229064941406,84
873,CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1.Cc1noc([C@@H](Cc2ccccc2)NC(=O)[C@H](N)Cc2ccc3ccccc3c2)n1,CCN(CC)CC.CCN=C=NCCCN(C)C.CN(C)C=O.Cl.Cl.O.On1nnc2ccccc21,Cc1noc([C@@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)C2CCN(C(=O)OC(C)(C)C)CC2)n1,87.69999694824219,57.96416473388672,78.09613037109375,84
874,Cn1cc(CC(=O)O)c2ccccc21.NC(=O)NCc1ccc(CNC(=O)[C@H](N)CCCNC(N)=N[N+](=O)[O-])cc1,CN(C)C(On1nnc2ccccc21)=[N+](C)C.Cl.F[B-](F)(F)F,Cn1cc(CC(=O)N[C@H](CCCNC(N)=N[N+](=O)[O-])C(=O)NCc2ccc(CNC(N)=O)cc2)c2ccccc21,34.0,41.57573699951172,58.10109329223633,84
875,NC(=O)NCc1ccc(CNC(=O)[C@H](N)CCCNC(N)=N[N+](=O)[O-])cc1.O=C(O)Cc1ccc(O)cc1,CN(C)C(On1nnc2ccccc21)=[N+](C)C.Cl.F[B-](F)(F)F,NC(=O)NCc1ccc(CNC(=O)[C@@H](CCCNC(N)=N[N+](=O)[O-])NC(=O)Cc2ccc(O)cc2)cc1,90.0,57.57809448242188,49.93315505981445,84
876,N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1.O=C(O)CN1CCC2CCCCC2C1,Cl,O=C(CN1CCC2CCCCC2C1)N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,46.0,45.38499450683594,39.26851272583008,84
877,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.COC(=O)[C@H](C)NC(=O)CN,Cl,COC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,74.0999984741211,96.10958099365234,86.55879211425781,84
878,N[C@@H](COCc1ccccc1Cl)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1.O=C(O)Cn1cncn1,Cl,O=C(Cn1cncn1)N[C@@H](COCc1ccccc1Cl)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,50.0,39.162818908691406,56.18039321899414,84
879,N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1.O=C(O)CN1CCSCC1,Cl,O=C(CN1CCSCC1)N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,33.900001525878906,45.13703536987305,35.22641372680664,84
880,COC(=O)C1CCN(CC(=O)O)CC1.N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,Cl,COC(=O)C1CCN(CC(=O)N[C@@H](COCc2ccccc2)C(=O)Nc2ccc(Oc3ccc(F)cc3)cc2)CC1,50.29999923706055,44.092323303222656,44.07392883300781,84
881,N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1.O=C(O)CN1Cc2ccccc2C1,Cl,O=C(CN1Cc2ccccc2C1)N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,27.100000381469727,42.067344665527344,41.32695388793945,84
882,CC(C)(C)OC(=O)[C@@H]1CCCN1CC(=O)O.N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,Cl,CC(C)(C)OC(=O)[C@@H]1CCCN1CC(=O)N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,42.29999923706055,54.9390983581543,59.42007827758789,84
883,CC(C)(C(=O)O)c1c[nH]cn1.N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,Cl,CC(C)(C(=O)N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1)c1c[nH]cn1,58.0,33.42192840576172,47.136417388916016,84
884,N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1.O=C(O)CN1CCCCCC1,Cl,O=C(CN1CCCCCC1)N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,52.20000076293945,61.13468551635742,40.39752960205078,84
885,CCOC(=O)CCCCCN1CCCC(NCc2ccccc2OC)C1c1ccccc1,C1CCOC1.CCOCC.[Al+3].[H-].[H-].[H-].[H-].[Li+],COc1ccccc1CNC1CCCN(CCCCCCO)C1c1ccccc1,56.20000076293945,80.75731658935547,86.45567321777344,39
886,CCOC(=O)C1CCC2(CC1)OCCO2,C1CCOC1.CCOCC.[Al+3].[H-].[H-].[H-].[H-].[Li+],OCC1CCC2(CC1)OCCO2,100.0,96.28379821777344,90.5925064086914,39
887,CCOC(=O)CC1CCC(C)(C)CC1,C1CCOC1.Cl.[Al+3].[H-].[H-].[H-].[H-].[Li+],CC1(C)CCC(CCO)CC1,92.9000015258789,95.0982666015625,91.5630874633789,39
888,CCOC(=O)C(C)(Sc1cc2ccccc2n1C)c1ccccc1,C1CCOC1.Cl.[Al+3].[H-].[H-].[H-].[H-].[Li+],Cn1c(SC(C)(CO)c2ccccc2)cc2ccccc21,70.0,67.52507019042969,87.64353942871094,39
889,C=CCC(C(=O)OCC)c1ccccc1,C1CCOC1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+],C=CCC(CO)c1ccccc1,50.400001525878906,88.154296875,94.47898864746094,39
890,CCOC(=O)C(C)(C)N1CCCC(c2c(-c3ccc4c(c3)OCCn3cc(-c5nc(C)nn5C(C)C)nc3-4)cnn2C)C1,C1CCOC1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+],Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4C4CCCN(C(C)(C)CO)C4)cc2OCC3)n(C(C)C)n1,30.799999237060547,58.58583450317383,59.33385467529297,39
891,CCOC(=O)CCCc1sc(-n2ccnc2C)nc1-c1ccc(Cl)cc1,C1CCOC1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+],Cc1nccn1-c1nc(-c2ccc(Cl)cc2)c(CCCCO)s1,71.9000015258789,83.12228393554688,79.16532897949219,39
892,CCOC(=O)C1Cc2ccccc2C(c2ccc(Cl)c(Cl)c2)C1,C1CCOC1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+],OCC1Cc2ccccc2C(c2ccc(Cl)c(Cl)c2)C1,80.0999984741211,95.1042022705078,88.87667846679688,39
893,CCOC(=O)CCC(CC#N)(c1ccccc1)c1ccccc1,C1CCOC1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-],N#CCC(CCCO)(c1ccccc1)c1ccccc1,75.30000305175781,73.8224105834961,78.5391616821289,39
894,CCOC(=O)CCN1CCN(c2cccc3sccc23)CC1,C1CCOC1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-],OCCCN1CCN(c2cccc3sccc23)CC1,5.0,86.04463958740234,81.85240936279297,39
895,CCOC(=O)C1Cc2cccc(CSc3nc4ccccc4[nH]3)c2N(CC)C1,C1CCOC1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-],CCN1CC(CO)Cc2cccc(CSc3nc4ccccc4[nH]3)c21,78.30000305175781,79.90947723388672,67.01435089111328,39
896,CCOC(=O)Cn1c2c(c3ccccc31)CCN(C(=O)OC(C)(C)C)CC2,C1CCOC1.O.[BH4-].[Li+],CC(C)(C)OC(=O)N1CCc2c(n(CCO)c3ccccc23)CC1,99.8000030517578,58.70990753173828,83.1743392944336,39
897,CCOC(=O)C1CCC(=O)N(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)CC1,C1CCOC1.O.[BH4-].[Li+],O=C1CCC(CO)CCN1Cc1ccc(C(F)(F)F)cc1C(F)(F)F,90.3000030517578,62.59476089477539,78.07048034667969,39
898,CCOC(=O)CC1CCCN(C(=O)c2cc3ccccc3[nH]2)C1,C1CCOC1.O.[BH4-].[Li+],O=C(c1cc2ccccc2[nH]1)N1CCCC(CCO)C1,27.100000381469727,43.84158706665039,73.76630401611328,39
